"Address","Occurrences","H1-1","H1-1 Length","Indexability","Indexability Status"
"https://eghiseul.ro/calculator/zile-lucratoare/","1","Calculator Zile Lucrătoare 2026","31","Indexable",""
"https://eghiseul.ro/calculator/calculator-data/","1","Calculator Dată 2026","20","Indexable",""
"https://eghiseul.ro/calculator/dobanda-legala/","1","Calculator Dobândă Legală 2026","30","Indexable",""
"https://eghiseul.ro/calculator/concediu-maternitate/","1","Calculator Concediu Maternitate 2026","36","Indexable",""
"https://eghiseul.ro/calculator/pensie-invaliditate/","1","Calculator Pensie de Invaliditate","33","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/deva/","1","Cazier Judiciar Online Deva — Rapid, Fără Drum la Ghișeu","56","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/ilfov/","1","Cazier Judiciar Online Ilfov — Rapid, Fără Drum la Ghișeu","57","Non-Indexable","noindex"
"https://eghiseul.ro/calculator/spor-salarial/","1","Calculator Spor Noapte și Ore Suplimentare 2026","47","Indexable",""
"https://eghiseul.ro/calculator/inflatie/","1","Calculator Inflație","19","Indexable",""
"https://eghiseul.ro/calculator/calculator-indemnizatie-crestere-copil/","1","Calculator Indemnizație Creștere Copil 2026","43","Indexable",""
"https://eghiseul.ro/cat-poti-construi-pe-teren/","1","Cât Poți Construi pe Terenul Tău? POT și CUT explicate simplu","61","Indexable",""
"https://eghiseul.ro/radiere-firma-srl-ghid/","1","Radierea unei firme (SRL): etape, acte, durată și greșeli de evitat (2026)","74","Indexable",""
"https://eghiseul.ro/certificat-de-celibat-pentru-casatorie-in-strainatate/","1","Certificat de Celibat pentru Căsătorie în Străinătate: Apostilă și Traducere","76","Indexable",""
"https://eghiseul.ro/certificat-de-nastere-din-strainatate/","1","Certificat de naștere când ești plecat din țară: duplicat, extras multilingv sau apostilă — ce îți trebuie de fapt","114","Indexable",""
"https://eghiseul.ro/calculator/penalitati-anaf/","1","Calculator Penalități și Dobânzi ANAF","37","Indexable",""
"https://eghiseul.ro/cum-vor-arata-documentele-de-stare-civila-2025/","1","Cum Vor Arăta Noile Documente de Stare Civilă (2025)","52","Indexable",""
"https://eghiseul.ro/calculator/vechime-in-munca/","1","Calculator Vechime în Muncă","27","Indexable",""
"https://eghiseul.ro/model-certificat-de-casatorie/","1","Model Certificat de Căsătorie: Cum Arată și Ce Conține","54","Indexable",""
"https://eghiseul.ro/certificat-constatator-de-baza/","1","Certificat constatator de bază: preț, ce conține, cum îl obții în minute","72","Indexable",""
"https://eghiseul.ro/eliberare-certificat-constatator-onrc-ghid/","1","Eliberare Certificat Constatator de la ONRC: Ghid Complet","57","Indexable",""
"https://eghiseul.ro/cele-4-tipuri-de-certificat-constatator-online/","1","Tipurile de certificat constatator online: ghid actualizat","58","Indexable",""
"https://eghiseul.ro/certificat-constatator-cu-istoric/","1","Certificat constatator cu istoric: ce conține, preț, cum îl obții","65","Indexable",""
"https://eghiseul.ro/certificat-constatator-pfa/","1","Certificat constatator PFA: cum îl obții online, preț, ce conține","65","Indexable",""
"https://eghiseul.ro/rolul-si-atributiile-onrc-romania/","1","Ce face ONRC, de fapt: registrul, înmatriculările și certificatul constatator","77","Indexable",""
"https://eghiseul.ro/certificat-constatator-insolventa/","1","Certificat constatator pentru insolvență: preț și eliberare online","66","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/bucuresti/","1","Extras de Carte Funciară OnlineBucurești","40","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/salaj/","1","Extras de Carte Funciară OnlineSălaj","36","Indexable",""
"https://eghiseul.ro/calculator/rambursare-anticipata/","1","Calculator Rambursare Anticipată Credit","39","Indexable",""
"https://eghiseul.ro/embed/ancpi/","0","","0","Non-Indexable","noindex"
"https://eghiseul.ro/ancpi-nu-functioneaza/?utm_source=embed&utm_medium=widget&utm_campaign=ancpi-status","1","ANCPI și e-Terra: atac cibernetic, blocaj național din 13 iulie — sistemele revin etapizat, dar încă cu probleme; extrasul de carte funciară se poate obține în 2 zile lucrătoare","177","Non-Indexable","Canonicalised"
