"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://eghiseul.ro/curs-valutar/","text/html; charset=utf-8","200","OK","Indexable","","Curs Valutar BNR Azi — Euro, Dolar, Liră (Convertor + Grafice) | eGhiseul.ro","76","661","Curs valutar BNR oficial azi: euro, dolar, liră și toate valutele, cu variație zilnică, convertor valutar și grafice de evoluție. Actualizat din sursa oficială BNR.","164","931","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Curs valutar BNR azi","20","Convertor valutar","17","Toate cursurile BNR","19","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/curs-valutar/","","","","","","158759","26793","26793","3,971","","502","80","6,275","60,926","Normal","3,649","1","1","","237","232","0","99,570","83","53","0","4","3","0","","","","","494f920a0cb1ef3b83596e437be7154d","0,064","","","","","ro","1.1","","","","","","https://eghiseul.ro/curs-valutar/","2026-09-09 09:12:21"
"https://eghiseul.ro/calculator/cat-pot-construi/","text/html; charset=utf-8","200","OK","Indexable","","Cât Pot Construi pe Teren? Calculator POT și CUT | eGhiseul.ro","62","559","Introdu suprafața terenului și POT-ul din certificatul de urbanism → afli câți metri pătrați poate ocupa construcția la sol și cât poți construi în total (CUT). Gratuit.","169","989","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Cât pot construi pe teren?","26","Cum calculezi cât poți construi pe teren","40","Ce înseamnă POT și CUT, pe scurt","32","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/cat-pot-construi/","","","","","","217087","36830","36830","5,458","","1419","209","6,789","64,846","Normal","5,230","1","2","","240","232","0","99,570","94","54","0","4","3","0","","","","","ceaf764fededa5699f8911316620ffb4","0,057","","","","","ro","1.1","","","","","","https://eghiseul.ro/calculator/cat-pot-construi/","2026-09-09 09:12:21"
"https://eghiseul.ro/calculator/","text/html; charset=utf-8","200","OK","Indexable","","Calculatoare Online Gratuite 2026 — eGhișeul.ro | eGhiseul.ro","61","545","Peste 30 de calculatoare online gratuite: salariu, taxe, dividende, credite, notariale, juridice și de timp. Rapide, actualizate 2026, fără cont.","145","838","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Calculatoare online gratuite","28","Salariu & muncă(15)","19","Fiscal & firmă(7)","17","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/","","","","","","176525","25784","25784","3,821","","566","112","5,054","61,802","Normal","3,555","1","1","","277","232","0","99,570","121","75","0","4","3","0","","","","","9a4da8121fe7b1b838d4d680e3ea5f46","0,066","","","","","ro","1.1","","","","","","https://eghiseul.ro/calculator/","2026-09-09 09:12:21"
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fschimbare-sediu-social-srl-ghid.webp&w=3840&q=75","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","58608","58608","58608","8,686","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,239","Wed, 02 Sep 2026 17:15:45 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fschimbare-sediu-social-srl-ghid.webp&w=3840&q=75","2026-09-09 09:12:21"
"https://eghiseul.ro/servicii/cazier-judiciar-online/","text/html; charset=utf-8","200","OK","Indexable","","Cazier Judiciar Online 2026 — Fără Drumuri, în 3-5 Zile | eGhiseul.ro","69","599","Obține cazierul judiciar online de la Poliția Română, fără cozi. Persoane fizice și firme, livrare în 3-5 zile pe email sau curier. Comandă în 5 minute.","152","884","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Cazier Judiciar Online","22","Alege Tipul de Cazier Judiciar","30","Ce Este Cazierul Judiciar și Cine îl Emite","42","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/cazier-judiciar-online/","","","","","","770345","89409","89409","13,250","","4793","879","5,453","38,878","Hard","4,515","1","2","","684","232","0","99,570","141","104","0","7","5","0","","","","","b4ff0d29d66f029c977eff8066d6e3e","0,176","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/cazier-judiciar-online/","2026-09-09 09:12:21"
"https://eghiseul.ro/images/footer/anpc-sol.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,184","Wed, 09 Sep 2026 05:54:25 GMT","","","","","1.1","","","","","","https://eghiseul.ro/images/footer/anpc-sol.svg","2026-09-09 09:12:21"
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fapostila-de-la-haga-ghid-acte-obtinere.webp&w=3840&q=75","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","81794","81794","81794","12,122","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,198","Wed, 02 Sep 2026 17:15:58 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fapostila-de-la-haga-ghid-acte-obtinere.webp&w=3840&q=75","2026-09-09 09:12:21"
"https://eghiseul.ro/calculator/jugar-stanjen-in-mp/","text/html; charset=utf-8","200","OK","Indexable","","Convertor Jugăr și Stânjen în Metri Pătrați — Unități Vechi de Teren | eGhiseul.ro","82","716","Convertor online: jugăr, stânjen, falce, prăjină și pogon în metri pătrați, ari și hectare. Valorile exacte ale unităților vechi de teren din Transilvania, Moldova și Muntenia.","176","1017","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Convertor Jugăr și Stânjen în Metri Pătrați","43","Cum funcționează conversia unităților vechi de teren","52","De ce diferă unitățile pe regiuni","33","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/jugar-stanjen-in-mp/","","","","","","222490","36811","36811","5,455","","1423","261","5,452","70,685","Fairly Easy","5,461","1","2","","236","232","0","99,570","91","53","0","4","3","0","","","","","7475c2e4947f4bada762b63884e8e21f","0,104","","","","","ro","1.1","","","","","","https://eghiseul.ro/calculator/jugar-stanjen-in-mp/","2026-09-09 09:12:21"
"https://eghiseul.ro/servicii/rovinieta-online/","text/html; charset=utf-8","200","OK","Indexable","","Rovinieta Online 2026 — Cumpără și Plătește în 2 Minute | eGhiseul.ro","69","622","Cumpără rovinieta online rapid și sigur, de pe telefon sau PC. Plata rovinietei online cu activare imediată, fără drumuri la ghișeu. Vezi tarifele 2026 pe categorii și perioade.","177","1041","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Rovinieta Online 2026 — Cumpără și Plătește în 2 Minute","55","Cumpără Rovinieta","17","De ce să cumperi rovinieta online de aici?","42","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/rovinieta-online/","","","","","","199708","32187","32187","4,770","","746","119","6,269","61,098","Normal","3,750","1","2","","471","232","0","99,570","83","53","0","4","3","0","","","","","adf4a10c215390c5e155794bc9b21b6e","0,322","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/rovinieta-online/","2026-09-09 09:12:21"
"https://eghiseul.ro/calculator/concediu-medical/","text/html; charset=utf-8","200","OK","Indexable","","Calculator Concediu Medical 2026 — Indemnizație | eGhiseul.ro","61","561","Calculează indemnizația de concediu medical 2026: procentul pe tip de concediu, baza de calcul și prima zi neplătită.","117","714","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Calculator Concediu Medical 2026","32","Cum se calculează indemnizația de concediu medical","50","Procentele în 2026","18","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/concediu-medical/","","","","","","218598","37080","37080","5,495","","1606","246","6,528","57,295","Fairly Hard","5,853","1","2","","237","232","0","99,570","87","54","0","4","3","0","","","","","766e2f62082b864fc4f3fac463c00166","0,108","","","","","ro","1.1","","","","","","https://eghiseul.ro/calculator/concediu-medical/","2026-09-09 09:12:21"
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Fspecimens%2Fextras-multilingv-nastere.webp&w=3840&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","85106","85106","85106","12,613","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,240","Tue, 08 Sep 2026 09:18:29 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/image/?url=%2Fimages%2Fspecimens%2Fextras-multilingv-nastere.webp&w=3840&q=75","2026-09-09 09:12:21"
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Fde-ce-eghiseul.webp&w=1920&q=75","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","52426","52426","52426","7,770","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,219","Tue, 08 Sep 2026 19:36:41 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/image/?url=%2Fimages%2Fde-ce-eghiseul.webp&w=1920&q=75","2026-09-09 09:12:21"
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Fspecimens%2Fcertificat-celibat.webp&w=3840&q=75","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","40714","40714","40714","6,034","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,170","Tue, 08 Sep 2026 20:28:07 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/image/?url=%2Fimages%2Fspecimens%2Fcertificat-celibat.webp&w=3840&q=75","2026-09-09 09:12:21"
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Fspecimens%2Fcazier-judiciar.png&w=3840&q=75","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","200776","200776","200776","29,755","","0","","","","","0,000","1","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,345","Sat, 08 Aug 2026 09:47:08 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/image/?url=%2Fimages%2Fspecimens%2Fcazier-judiciar.png&w=3840&q=75","2026-09-09 09:12:21"
"https://eghiseul.ro/servicii/actualizare-adresa-cf/","text/html; charset=utf-8","200","OK","Indexable","","Actualizare Adresă în Cartea Funciară (OCPI/ANCPI) | eGhiseul.ro","64","583","Actualizăm adresa imobilului în cartea funciară prin cerere la OCPI: aliniem adresa din CF cu nomenclatorul stradal actual după renumerotări, redenumiri de străzi sau atribuirea unui număr poștal nou. Taxe OCPI incluse, 100% online, fără cont ANCPI. Primești extrasul de carte funciară cu adresa corectată, pe email.","316","1936","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Actualizare Adresă în Cartea Funciară","37","Ce înseamnă actualizarea adresei în cartea funciară","51","Ce date ne trebuie pentru actualizarea adresei","46","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/actualizare-adresa-cf/","","","","","","516413","58719","58719","8,702","","2283","429","5,322","47,686","Hard","3,390","1","2","","236","232","0","99,570","92","54","0","7","5","0","","","","","4ebcb9d308ed74e5767abdd30502e770","0,146","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/actualizare-adresa-cf/","2026-09-09 09:12:21"
"https://eghiseul.ro/_next/static/chunks/turbopack-a959610bdf822cb2.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,196","Wed, 09 Sep 2026 05:49:57 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/static/chunks/turbopack-a959610bdf822cb2.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","2026-09-09 09:12:21"
"https://eghiseul.ro/servicii/eliberare-certificat-de-celibat/","text/html; charset=utf-8","200","OK","Indexable","","Certificat de Celibat Online România — Rapid, de la Starea Civilă | eGhiseul.ro","79","686","Certificat de celibat online de la Starea Civilă, 698 RON cu taxele incluse, fără drum la ghișeu. Pentru căsătorie în străinătate, cetățenie sau altă localitate. Email + curier.","177","1029","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Certificat de Celibat Online","28","Ce este Certificatul de Celibat","31","Când Ai Nevoie de Certificat de Celibat?","40","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/eliberare-certificat-de-celibat/","","","","","","532783","61437","61437","9,105","","2494","466","5,352","46,450","Hard","3,466","1","2","","489","232","0","99,570","87","54","0","7","5","0","","","","","a6932a07f2a196302926a0d3be312543","0,184","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/eliberare-certificat-de-celibat/","2026-09-09 09:12:21"
"https://eghiseul.ro/tools/verificare-rovinieta-online/","text/html; charset=utf-8","200","OK","Indexable","","Verificare Rovinietă Online — Gratuit, După Număr | eGhiseul.ro","63","562","Verifică gratuit valabilitatea rovinietei online, după numărul de înmatriculare, fără serie de șasiu. Afli instant dacă mașina are rovinietă validă și până când expiră.","168","988","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Verificare Rovinietă Online","27","Cum verifici rovinieta","22","Valabilitate rovinietă","22","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/tools/verificare-rovinieta-online/","","","","","","200413","33672","33672","4,990","","920","152","6,053","47,400","Hard","4,292","1","2","","239","232","0","99,570","88","54","0","4","3","0","","","","","628a4d8bc25bc5afe5b961624093b899","0,137","","","","","ro","1.1","","","","","","https://eghiseul.ro/tools/verificare-rovinieta-online/","2026-09-09 09:12:21"
"https://eghiseul.ro/servicii/eliberare-certificat-de-nastere/","text/html; charset=utf-8","200","OK","Indexable","","Certificat de Naștere Online — Duplicat de la Starea Civilă | eGhiseul.ro","73","629","Duplicat certificat de naștere online de la Starea Civilă, 998 RON, fără deplasare. Pentru act pierdut, din altă localitate sau diaspora. Email + curier.","153","896","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Duplicat Certificat de Naștere de la Starea Civilă, Online","58","Certificat de Naștere — Duplicat sau Copie Legalizată Online","60","Când Ai Nevoie de Certificat de Naștere?","40","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/eliberare-certificat-de-nastere/","","","","","","562427","66364","66364","9,835","","3047","546","5,581","43,132","Hard","3,951","1","2","","515","232","0","99,570","95","59","0","8","6","0","","","","","e815bce98d1d2737f9b0c6ac799993b0","0,063","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/eliberare-certificat-de-nastere/","2026-09-09 09:12:22"
"https://eghiseul.ro/politica-de-confidentialitate/","text/html; charset=utf-8","200","OK","Indexable","","Politica de Confidențialitate | eGhiseul.ro","43","364","Cum colectează, folosește și protejează eGhișeul.ro (eDigitalizare SRL) datele tale personale: date colectate, scop, temei legal, destinatari și persoane împuternicite, durata stocării și drepturile tale GDPR.","209","1240","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Politica de Confidențialitate","29","1. Operatorul de date","21","2. Ce date colectăm","19","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/politica-de-confidentialitate/","","","","","","158966","29880","29880","4,428","","1232","237","5,198","34,625","Hard","7,042","1","1","","238","232","0","99,570","82","53","0","5","4","0","","","","","f41ff84618d772a3730483c5fc1853c7","0,136","","","","","ro","1.1","","","","","","https://eghiseul.ro/politica-de-confidentialitate/","2026-09-09 09:12:22"
"https://eghiseul.ro/servicii/identificare-imobile-proprietar/","text/html; charset=utf-8","200","OK","Indexable","","Identificare Imobile după Proprietar — Lista Bunurilor | eGhiseul.ro","68","587","Identificăm imobilele înscrise pe numele unei persoane (fizice sau juridice) în evidențele de cadastru și carte funciară, după nume și localitate. 198 RON, taxe OCPI incluse, livrare pe email.","192","1138","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Identificare Imobile după Proprietar","36","Ce înseamnă identificarea imobilelor după proprietar","52","Ce date ne dai pentru căutarea după proprietar","46","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/identificare-imobile-proprietar/","","","","","","521213","59496","59496","8,817","","2306","442","5,217","41,805","Hard","3,466","1","2","","236","232","0","99,570","90","55","0","7","5","0","","","","","1697cfaac984c10f72702e0d3d2e4cfd","0,051","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/identificare-imobile-proprietar/","2026-09-09 09:12:22"
"https://eghiseul.ro/_next/static/chunks/d80b3790a119a285.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","application/javascript; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,037","Wed, 09 Sep 2026 05:49:57 GMT","","","","","1.1","","","","","","https://eghiseul.ro/_next/static/chunks/d80b3790a119a285.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","2026-09-09 09:12:22"
"https://eghiseul.ro/contact/","text/html; charset=utf-8","200","OK","Indexable","","Contact — eGhișeul.ro | eGhiseul.ro","35","313","Contactează eGhișeul.ro: telefon +40 757 708 181, email contact@eghiseul.ro. Asistență pentru cazier, carte funciară, certificat constatator și alte documente online.","166","1018","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Contact","7","Telefon","7","Email","5","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/contact/","","","","","","158548","24175","24175","3,583","","236","68","3,471","69,601","Normal","2,544","1","1","","465","232","0","99,570","84","53","0","5","4","0","","","","","c663b347f45e551f18af19ec05ee8f54","0,146","","","","","ro","1.1","","","","","","https://eghiseul.ro/contact/","2026-09-09 09:12:22"
"https://eghiseul.ro/servicii/cazier-auto-online/","text/html; charset=utf-8","200","OK","Indexable","","Cazier Auto Online — Istoricul Sancțiunilor Rutiere, fără Drumuri | eGhiseul.ro","79","681","Obții cazierul auto (fișa de evidență a conducătorului auto) online: sancțiuni rutiere, puncte de penalizare, suspendări. Necesar pentru atestat profesional și angajare ca șofer.","178","1068","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Cazier Auto Online Istoricul Sancțiunilor Rutiere","49","Ce este Cazierul Auto și ce conține","35","Ce conține cazierul auto","24","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/cazier-auto-online/","","","","","","566928","66048","66048","9,788","","3040","549","5,537","43,118","Hard","3,903","1","2","","526","232","0","99,570","89","55","0","7","5","0","","","","","485b127449bac5e39a0062519ead954e","0,051","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/cazier-auto-online/","2026-09-09 09:12:22"
"https://eghiseul.ro/calculator/varsta-pensionare/","text/html; charset=utf-8","200","OK","Indexable","","Calculator Vârstă de Pensionare 2026 — Când Ies la Pensie | eGhiseul.ro","71","643","Află vârsta standard de pensionare și data ieșirii la pensie în funcție de sex și data nașterii, conform Anexei 5 din Legea 360/2023.","133","796","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Calculator Vârstă de Pensionare","31","Cum se stabilește vârsta de pensionare","38","Egalizarea la 65 de ani","23","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/varsta-pensionare/","","","","","","203586","34141","34141","5,060","","1240","175","7,086","68,377","Normal","5,057","1","2","","238","232","0","99,570","90","55","0","4","3","0","","","","","537898dd4986ae02e4da6a2d46234a05","0,183","","","","","ro","1.1","","","","","","https://eghiseul.ro/calculator/varsta-pensionare/","2026-09-09 09:12:21"
"https://eghiseul.ro/servicii/extras-plan-cadastral/","text/html; charset=utf-8","200","OK","Indexable","","Extras de Plan Cadastral pe Ortofotoplan ANCPI | eGhiseul.ro","60","543","Extras de plan cadastral pe ortofotoplan ANCPI — vezi imobilul pe harta cadastrală după numărul cadastral sau de carte funciară. Taxe incluse, 100% online, livrare pe email, fără cont ANCPI.","190","1169","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Extras de Plan Cadastral pe Ortofotoplan","40","Ce este extrasul de plan cadastral și la ce folosește","53","Cum identifici imobilul pentru planul cadastral","47","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/extras-plan-cadastral/","","","","","","527534","59059","59059","8,753","","2163","432","5,007","41,236","Hard","3,256","1","2","","479","232","0","99,570","95","58","0","7","5","0","","","","","c9cdd8246aa6446ea837749d2ec7e91c","0,057","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/extras-plan-cadastral/","2026-09-09 09:12:22"
"https://eghiseul.ro/calculator/valabilitate-documente/","text/html; charset=utf-8","200","OK","Indexable","","Mai E Valabil Documentul Meu? Verificare Valabilitate Cazier, Extras CF, Constatator | eGhiseul.ro","98","867","Verifică pe loc dacă documentul tău mai e valabil: cazier judiciar (6 luni), cazier fiscal (30 zile), extras CF, certificat constatator, certificat de integritate. Alegi documentul, pui data eliberării, afli până când e bun.","224","1278","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Mai e valabil documentul meu?","29","Valabilitatea documentelor oficiale, pe scurt","45","De ce contează data exactă","26","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/valabilitate-documente/","","","","","","198791","31679","31679","4,695","","768","118","6,508","56,475","Fairly Hard","3,836","1","2","","241","232","0","99,570","92","53","0","4","3","0","","","","","f3a519e051b6da1fbc5b310f15e81966","0,071","","","","","ro","1.1","","","","","","https://eghiseul.ro/calculator/valabilitate-documente/","2026-09-09 09:12:22"
"https://eghiseul.ro/suspendare-activitate-firma-ghid/","text/html; charset=utf-8","200","OK","Indexable","","Suspendarea activității firmei: procedură, acte și ce obligații rămân (2026) | eGhiseul.ro","90","775","Ghid suspendare activitate SRL/PFA în 2026: pașii la ONRC și ANAF, durata maximă de 3 ani, ce obligații fiscale rămân în suspendare și cum se face reluarea activității.","168","1026","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Suspendarea activității firmei: procedură, acte și ce obligații rămân (2026)","76","Pasul 1: mențiunea la Registrul Comerțului","42","Pasul 2, cel uitat: inactivitatea temporară la ANAF","51","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/suspendare-activitate-firma-ghid/","","","","","","182514","31881","31881","4,725","","750","124","6,048","41,648","Hard","4,155","1","1","","8","7","0","3,000","88","57","0","4","3","0","","","","","290c6cdacb8620dbe127d1e880bff655","0,059","","","","","ro","1.1","","","","","","https://eghiseul.ro/suspendare-activitate-firma-ghid/","2026-09-09 09:12:22"
"https://eghiseul.ro/servicii/extras-multilingv-certificat-nastere/","text/html; charset=utf-8","200","OK","Indexable","","Extras Multilingv Certificat de Naștere 2026 — pentru UE, Fără Traducere | eGhiseul.ro","86","762","Extrasul multilingv de pe certificatul de naștere (formular standard UE) e recunoscut în Uniunea Europeană fără traducere și fără apostilă. 798 RON totul inclus, fără deplasare.","177","1077","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Extras Multilingv Certificat de Naștere — pentru UE","51","Extras Multilingv de pe Certificatul de Naștere — Online","56","Când Ai Nevoie de Extrasul Multilingv?","38","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/extras-multilingv-certificat-nastere/","","","","","","527676","61635","61635","9,134","","2522","467","5,400","46,242","Hard","3,588","1","2","","478","232","0","99,570","91","56","0","7","5","0","","","","","fdf0a487090710b82ba2726819f2e8c3","0,098","","","","","ro","1.1","","","","","","https://eghiseul.ro/servicii/extras-multilingv-certificat-nastere/","2026-09-09 09:12:22"
"https://eghiseul.ro/blog/","text/html; charset=utf-8","200","OK","Indexable","","Blog — Informații utile despre documente | eGhiseul.ro","54","484","Ghiduri și articole despre acte din România: carte funciară, cadastru, cazier judiciar, certificate de stare civilă, ONRC, pensii și rovinietă. Explicații clare, pas cu pas.","173","992","cazier judiciar online,cazier fiscal,certificat constatator,extras carte funciară,certificat de integritate comportamentală,documente online,acte online România","160","Blog eGhișeul","13","Apostila de la Haga: pe ce acte se aplică, unde o obții și cât costă","68","","0","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/blog/","","","","","","431896","42038","42038","6,230","","1953","394","4,957","57,642","Fairly Hard","3,467","1","1","","466","232","0","99,570","138","110","0","4","3","0","","","","","55f4a49fd8a9c7d384adcaae1517e3c3","0,059","","","","","ro","1.1","","","","","","https://eghiseul.ro/blog/","2026-09-09 09:12:22"
