"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://eghiseul.ro/servicii/cazier-judiciar-online/bucuresti/","1395","204","6,838","31,725","Hard","","","","","","","","","","ro","2deca81c0806b8365f06d87ef5a7abd","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/slatina/","1405","235","5,979","37,769","Hard","","","","","","","","","","ro","494e8a3666feea6e70eb8f75fbb9f05b","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/tulcea/","1412","232","6,086","38,647","Hard","","","","","","","","","","ro","4045eb970ce57cc88be54cfe26fa6e5e","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/satu-mare/","1437","229","6,275","38,448","Hard","","","","","","","","","","ro","418064f72b854c87e08b70e314a9a1b1","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/buzau/","1412","232","6,086","38,228","Hard","","","","","","","","","","ro","ba5ccff26de49be1dc808e85f8b263b","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/suceava/","1412","230","6,139","35,478","Hard","","","","","","","","","","ro","f6ca05b13467e72155ad126d77812235","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/turda/","1330","198","6,717","35,206","Hard","","","","","","","","","","ro","cdc52630b339631c56b8675e96b3035b","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/timisoara/","1421","230","6,178","35,234","Hard","","","","","","","","","","ro","9b5cec3fb3d3c29388eec30ada45cb7f","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/bistrita/","1393","231","6,030","34,308","Hard","","","","","","","","","","ro","f8cc2071e61e4d6b55ebe3aaa3b76423","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/cluj-napoca/","1416","209","6,775","35,000","Hard","","","","","","","","","","ro","76b57f87cacd563d463f87428d48738f","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/alexandria/","1390","232","5,991","33,623","Hard","","","","","","","","","","ro","e33b1c5300436fcd2b943daef6e7fd5e","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/sibiu/","1401","222","6,311","35,758","Hard","","","","","","","","","","ro","86ae275a49442bd723eca394d4ae6c9f","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/ramnicu-valcea/","1409","224","6,290","38,636","Hard","","","","","","","","","","ro","42cffb2da83a724892084c6cd3976903","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/braila/","1404","223","6,296","37,150","Hard","","","","","","","","","","ro","17fb91d6e692b530ac2713722b6d745f","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/onesti/","1325","196","6,760","33,136","Hard","","","","","","","","","","ro","993116ad0bea95b66bf1e6f313b714d1","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/oradea/","1431","227","6,304","35,670","Hard","","","","","","","","","","ro","dcac511221746bcfe7a99eb65c7a9702","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/miercurea-ciuc/","1410","231","6,104","35,580","Hard","","","","","","","","","","ro","e2b0a847b971d419815265960aae78ea","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/targu-jiu/","1427","240","5,946","41,204","Hard","","","","","","","","","","ro","5f8972a0700aa14129eb8de0ae7f49fe","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/alba-iulia/","1436","235","6,111","37,088","Hard","","","","","","","","","","ro","870b2cecbaed4bddd848b83120ecd6a6","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/brasov/","1443","236","6,114","39,050","Hard","","","","","","","","","","ro","ea5ae9be0224c5c62cfe1d84ac936ada","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/constanta/","1432","239","5,992","37,225","Hard","","","","","","","","","","ro","9fc39cf582e846b2e59dea58c3ad576c","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/vaslui/","1401","234","5,987","38,623","Hard","","","","","","","","","","ro","a0bec539734c6f8f80b79846da27483f","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/giurgiu/","1394","215","6,484","36,334","Hard","","","","","","","","","","ro","d242e4fc63469bf865e0c114526e5ad8","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/sfantu-gheorghe/","1417","234","6,056","39,131","Hard","","","","","","","","","","ro","7c3a172bde4ca57c16d7d395fea1de7e","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/lugoj/","1322","196","6,745","34,821","Hard","","","","","","","","","","ro","33228bbf639b0ef3cc7f7f7c0be1cba6","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/pitesti/","1423","231","6,160","36,555","Hard","","","","","","","","","","ro","b09e8fc37b3a81561edee741091bdc2f","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/zalau/","1402","232","6,043","38,984","Hard","","","","","","","","","","ro","a045b2f8ac3649acd0df849502bd6600","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/slobozia/","1384","210","6,590","29,112","Very Hard","","","","","","","","","","ro","3ab085a23faba377014976f57d4548c8","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/sebes/","1333","196","6,801","34,984","Hard","","","","","","","","","","ro","3714ec5b69bdbfd7a4b1b2fd5668eff0","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/targoviste/","1405","234","6,004","37,201","Hard","","","","","","","","","","ro","590afdb25c2d8146dce1a7e118f0e6ee","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/baia-mare/","1427","227","6,286","36,056","Hard","","","","","","","","","","ro","a8302e33d9d4f986b844031ccdf27807","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/focsani/","1388","227","6,115","34,781","Hard","","","","","","","","","","ro","bf016afbab51956d679aa31c8c97dfec","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/bacau/","1406","233","6,034","38,009","Hard","","","","","","","","","","ro","65bc692312b5c4aa09445939ebdda41f","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/ploiesti/","1404","234","6,000","36,787","Hard","","","","","","","","","","ro","2df2d51a2c5ac5e666f273bdfb276478","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/calarasi/","1400","237","5,907","38,286","Hard","","","","","","","","","","ro","e1ce6a9c539a56a728da7bdb2e892a8f","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/barlad/","1327","196","6,770","35,991","Hard","","","","","","","","","","ro","f574772047072872ad994c6e6943da48","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/galati/","1412","225","6,276","35,100","Hard","","","","","","","","","","ro","da3d3761bdd97f4effc04fc834eae6d","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/iasi/","1434","240","5,975","36,703","Hard","","","","","","","","","","ro","c6269028147de1ced02352da8ff2ca23","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/drobeta-turnu-severin/","1439","240","5,996","32,314","Hard","","","","","","","","","","ro","2ca5fc193e67f0609632b8f513d08b22","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/craiova/","1419","231","6,143","38,077","Hard","","","","","","","","","","ro","d74b5c7aba0570302c3a43ccf3331d2f","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/botosani/","1401","231","6,065","33,472","Hard","","","","","","","","","","ro","24eb1d342234ac012e249e6263a0744e","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/medias/","1327","197","6,736","33,093","Hard","","","","","","","","","","ro","dc8730711b331e761cc2715275725249","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/arad/","1423","234","6,081","38,716","Hard","","","","","","","","","","ro","bd6c73a565be95f53325d4da343897e","Non-Indexable","noindex"
"https://eghiseul.ro/calculator/grad-indatorare/","1512","225","6,720","64,609","Normal","","","","","","","","","","ro","a44cd93b8771ceecff873f64014de467","Indexable",""
"https://eghiseul.ro/calculator/zile-concediu-odihna/","1415","221","6,403","63,541","Normal","","","","","","","","","","ro","6f8255964fe3c15a55e1bc9d457099e5","Indexable",""
"https://eghiseul.ro/calculator/diurna/","1342","195","6,882","69,924","Normal","","","","","","","","","","ro","26ad741be18f9e34ad2424bbd4fdf233","Indexable",""
"https://eghiseul.ro/calculator/concediu-paternal/","1384","201","6,886","65,244","Normal","","","","","","","","","","ro","2c69e39bd8e54c21e55f54971941637d","Indexable",""
"https://eghiseul.ro/calculator/cost-cadastru-intabulare/","1494","282","5,298","58,136","Fairly Hard","","","","","","","","","","ro","167cd6c225a54a61d1614238eb15c0d8","Indexable",""
"https://eghiseul.ro/calculator/zile-lucratoare/","1242","179","6,939","64,037","Normal","","","","","","","","","","ro","5e1e56d2d7bf2b616b0018fe3fd4f6c4","Indexable",""
"https://eghiseul.ro/calculator/calculator-data/","1507","204","7,387","62,079","Normal","","","","","","","","","","ro","a3c33286bdc3cfa7eea20bb8458bed69","Indexable",""
"https://eghiseul.ro/calculator/dobanda-legala/","1290","192","6,719","65,770","Normal","","","","","","","","","","ro","b68668f80b6fca7db225f74bc30fe8be","Indexable",""
"https://eghiseul.ro/calculator/concediu-maternitate/","1383","220","6,286","53,949","Fairly Hard","","","","","","","","","","ro","43d7e26a8a8733d2f0b23e2b2dd8d336","Indexable",""
"https://eghiseul.ro/calculator/pensie-invaliditate/","1282","188","6,819","68,460","Normal","","","","","","","","","","ro","7904dd1eec6885e259ca17c885fec1a0","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/deva/","1405","233","6,030","35,910","Hard","","","","","","","","","","ro","1481fb04a59b320af91c15b35bd02fbe","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/ilfov/","1425","229","6,223","37,434","Hard","","","","","","","","","","ro","fe43322e2f1b33ae225740c6719d3447","Non-Indexable","noindex"
"https://eghiseul.ro/calculator/spor-salarial/","1352","218","6,202","73,140","Fairly Easy","","","","","","","","","","ro","4d27c0c254df1b4c0d43009bbf25bcbd","Indexable",""
"https://eghiseul.ro/calculator/inflatie/","1465","203","7,217","67,557","Normal","","","","","","","","","","ro","3979d50a58dccd04524b330bba1dedbe","Indexable",""
"https://eghiseul.ro/calculator/calculator-indemnizatie-crestere-copil/","1881","303","6,208","67,944","Normal","","","","","","","","","","ro","4be0758b30cfe753d8577aa9398609bd","Indexable",""
"https://eghiseul.ro/cat-poti-construi-pe-teren/","1383","219","6,315","66,276","Normal","","","","","","","","","","ro","897c03b7275f4c688380c74f6de006b0","Indexable",""
"https://eghiseul.ro/radiere-firma-srl-ghid/","971","148","6,561","47,530","Hard","","","","","","","","","","ro","44221db728925cf0cf1e92ebbd6f2f14","Indexable",""
"https://eghiseul.ro/certificat-de-celibat-pentru-casatorie-in-strainatate/","1637","224","7,308","50,062","Fairly Hard","","","","","","","","","","ro","e679fe7bf0a706108e4c8f2202718be7","Indexable",""
"https://eghiseul.ro/certificat-de-nastere-din-strainatate/","1444","218","6,624","59,678","Fairly Hard","","","","","","","","","","ro","ff5ec9e0e197f9ea64dcafa379e3dd77","Indexable",""
"https://eghiseul.ro/calculator/penalitati-anaf/","1636","257","6,366","58,581","Fairly Hard","","","","","","","","","","ro","9d35adc997dfb9f75953917b4a44eb2a","Indexable",""
"https://eghiseul.ro/cum-vor-arata-documentele-de-stare-civila-2025/","1032","153","6,745","26,854","Very Hard","","","","","","","","","","ro","440be448a248f049d8278f638cc90852","Indexable",""
"https://eghiseul.ro/calculator/vechime-in-munca/","1372","219","6,265","60,997","Normal","","","","","","","","","","ro","2ce39e2ad2335468af5edb51e96196aa","Indexable",""
"https://eghiseul.ro/model-certificat-de-casatorie/","587","88","6,670","57,671","Fairly Hard","","","","","","","","","","ro","d61e8fe52ca6110cdf43d20f25bfc6d0","Indexable",""
"https://eghiseul.ro/certificat-constatator-de-baza/","1015","159","6,384","49,576","Hard","","","","","","","","","","ro","e610578e8b0d24c12457ac321944f6d4","Indexable",""
"https://eghiseul.ro/eliberare-certificat-constatator-onrc-ghid/","866","133","6,511","14,028","Very Hard","","","","","","","","","","ro","67bd6ace392847e4a6e48f4019f3b6d1","Indexable",""
"https://eghiseul.ro/cele-4-tipuri-de-certificat-constatator-online/","1312","222","5,910","47,499","Hard","","","","","","","","","","ro","c0672c969a341ed43d41f9416544d498","Indexable",""
"https://eghiseul.ro/certificat-constatator-cu-istoric/","828","132","6,273","47,207","Hard","","","","","","","","","","ro","af87b071d8814859e28943ff2920f4bb","Indexable",""
"https://eghiseul.ro/certificat-constatator-pfa/","887","152","5,836","40,391","Hard","","","","","","","","","","ro","a05b68ec1239720a507c9f08580b9539","Indexable",""
"https://eghiseul.ro/rolul-si-atributiile-onrc-romania/","668","114","5,860","35,867","Hard","","","","","","","","","","ro","659f2ed4074f5f93c483c1e5d5ba67d9","Indexable",""
"https://eghiseul.ro/certificat-constatator-insolventa/","913","152","6,007","48,773","Hard","","","","","","","","","","ro","7acc108b8c7cf0641eb8e5def478030f","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/bucuresti/","973","183","5,317","41,542","Hard","","","","","","","","","","ro","2a43aba84b0d4d9be6dc69b00742b39d","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/salaj/","780","147","5,306","49,495","Hard","","","","","","","","","","ro","1e6750c9d7f20711e7ce6ce1ca93e951","Indexable",""
"https://eghiseul.ro/calculator/rambursare-anticipata/","1026","174","5,897","54,738","Fairly Hard","","","","","","","","","","ro","5b88470b18af0419a5b07c8306e4caa3","Indexable",""
"https://eghiseul.ro/embed/ancpi/","31","10","3,100","67,237","Normal","","","","","","","","","","ro","9cd016cb383ef07958674198d50d5e55","Non-Indexable","noindex"
"https://eghiseul.ro/ancpi-nu-functioneaza/?utm_source=embed&utm_medium=widget&utm_campaign=ancpi-status","5940","882","6,735","43,703","Hard","","","","","","","","","","ro","2ab12ddb10424cf0d79e2e11532e5945","Non-Indexable","Canonicalised"
