url,ruta,tip_pagina,verdict,tinta_301,motiv,cuvinte_main,scor_ai_per1k,jaccard_max,jaccard_partener,sf_near_dup,inlinkuri,inlinkuri_unice,adancime_crawl,link_score,backlink_extern_cunoscut,in_sitemap,clicuri_3luni,expuneri_3luni,pozitie_3luni,clicuri_pre,clicuri_post,expuneri_pre,expuneri_post,pozitie_pre,pozitie_post,regula_mecanica,title
https://eghiseul.ro/ghid-complet-certificat-de-integritate-comportamentala,/ghid-complet-certificat-de-integritate-comportamentala,articol,REWRITE,,"925 clicuri pe 685 de cuvinte (thin), AI 11,7/1k, căzut 3,45→5,44",685,11.68,0,,0,3,3,2,0,,true,925,28959,3.94,163,0,7149,75,3.45,5.44,REWRITE,Certificat de Integritate Comportamentală: Ghid Complet | eGhiseul.ro
https://eghiseul.ro/informatii-cazier-auto-online,/informatii-cazier-auto-online,articol,REWRITE,,822 clicuri / 35k expuneri pe 780 de cuvinte (thin),780,5.13,0,,0,4,4,2,0,,true,822,35488,5.97,192,13,9166,256,5.51,3.5,REWRITE,Cazier Auto Online: Tot Ce Trebuie Să Știi | eGhiseul.ro
https://eghiseul.ro/servicii/cazier-fiscal-online,/servicii/cazier-fiscal-online,serviciu,REWRITE,,"căzut 8,48→48,42 (cea mai brutală demotare de serviciu), AI 10,3/1k",2633,10.25,0.24,/servicii/certificat-de-integritate-comportamentala,0,542,232,1,0,da,true,577,20600,8.62,91,2,4830,43,8.48,48.42,REWRITE,"Cazier Fiscal Online persoană fizică — ANAF, fără SPV | eGhiseul.ro"
https://eghiseul.ro/servicii/eliberare-certificat-de-celibat,/servicii/eliberare-certificat-de-celibat,serviciu,REWRITE,,"AI 14,0/1k; primește 3 articole de celibat prin 301",2428,14.0,0.25,/servicii/eliberare-certificat-de-casatorie,0,489,232,1,0,,true,488,8869,5.4,82,30,1691,156,5.7,4.37,REWRITE,"Certificat de Celibat Online România — Rapid, de la Starea Civilă | eGhiseul.ro"
https://eghiseul.ro/servicii/extras-multilingv-certificat-nastere,/servicii/extras-multilingv-certificat-nastere,serviciu,REWRITE,,"Jaccard 0,75 cu varianta de căsătorie — cel mai mare duplicat non-locație din site",2450,12.65,0.751,/servicii/extras-multilingv-certificat-casatorie,0,478,232,1,0,,true,481,11317,5.21,85,10,2224,95,5.71,3.36,REWRITE,"Extras Multilingv Certificat de Naștere 2026 — pentru UE, Fără Traducere | eGhiseul.ro"
https://eghiseul.ro/servicii/cazier-judiciar-online,/servicii/cazier-judiciar-online,serviciu,REWRITE,,"AI 21,3/1k — cel mai prost scor de pe site pe pagina comercială #1 ca expuneri (42,7k)",4650,21.29,0,,0,684,232,1,0,,true,402,42742,8.29,95,3,10216,333,8.78,4.96,REWRITE,"Cazier Judiciar Online 2026 — Fără Drumuri, în 3-5 Zile | eGhiseul.ro"
https://eghiseul.ro/tva-9-locuinte-31-iulie-2026,/tva-9-locuinte-31-iulie-2026,articol,REWRITE,,"AI 18,8/1k pe 368 de clicuri; conținut fiscal care trebuie datat și verificat",2231,18.83,0,,0,8,6,2,0,,true,368,18852,6.04,116,0,5589,6,5.87,7.83,REWRITE,TVA 9% Locuințe — Prelungire 30 Septembrie 2026 (vot Senat) | eGhiseul.ro
https://eghiseul.ro/servicii/eliberare-certificat-de-casatorie,/servicii/eliberare-certificat-de-casatorie,serviciu,REWRITE,,"AI 14,6/1k; Jaccard 0,32 cu pagina de naștere (același șablon de stare civilă)",2670,14.61,0.316,/servicii/eliberare-certificat-de-nastere,0,493,232,1,0,,true,341,13255,6.29,68,31,2831,219,7.33,6.34,REWRITE,Certificat de Căsătorie Online — Duplicat de la Starea Civilă | eGhiseul.ro
https://eghiseul.ro/curs-valutar,/curs-valutar,tool,REWRITE,,"186k expuneri pe 487 de cuvinte; căzut 8,04→34,50 — pagină subțire pe cerere mare",487,14.37,0,,0,237,232,1,0,,true,336,186503,8.12,256,0,138951,10,8.04,34.5,REWRITE,"Curs Valutar BNR Azi — Euro, Dolar, Liră (Convertor + Grafice) | eGhiseul.ro"
https://eghiseul.ro/cum-vor-arata-documentele-de-stare-civila-2025,/cum-vor-arata-documentele-de-stare-civila-2025,articol,REWRITE,,"AI 19,9/1k pe 324 de clicuri",1005,19.9,0,,0,3,3,2,0,,true,324,10728,4.32,70,13,1721,243,6.06,4.4,REWRITE,Cum Vor Arăta Noile Documente de Stare Civilă (2025) | eGhiseul.ro
https://eghiseul.ro/cat-costa-cadastrul-si-intabularea,/cat-costa-cadastrul-si-intabularea,articol,REWRITE,,"AI 18,4/1k, 170 clicuri / 10,8k expuneri",1577,18.39,0,,0,6,6,2,0,,true,170,10836,6.92,71,1,5255,59,7.45,3.81,REWRITE,Cât Costă Cadastrul și Intabularea în 2026? Prețuri reale + acte necesare | eGhiseul.ro
https://eghiseul.ro/eliberare-certificat-constatator-onrc-ghid,/eliberare-certificat-constatator-onrc-ghid,articol,REWRITE,,"20k expuneri, 848 cuv., AI 15,3/1k; are backlink dofollow (start-up.ro) — se rescrie, nu se atinge URL-ul",848,15.33,0,,0,5,5,2,0,da,true,168,20395,9.27,57,5,5557,136,8.66,4.11,REWRITE,Eliberare Certificat Constatator de la ONRC: Ghid Complet | eGhiseul.ro
https://eghiseul.ro/servicii/extras-plan-cadastral,/servicii/extras-plan-cadastral,serviciu,REWRITE,,"căzută 6,73→44,50; devine pagina-umbrelă pentru releveu/plan cadastral (primește 2 articole)",2189,5.48,0.37,/servicii/copie-plan-incadrare,0,479,232,1,0,,true,137,4142,6.93,41,0,1455,16,6.73,44.5,REWRITE,Extras de Plan Cadastral pe Ortofotoplan ANCPI | eGhiseul.ro
https://eghiseul.ro/servicii/certificat-de-integritate-comportamentala,/servicii/certificat-de-integritate-comportamentala,serviciu,REWRITE,,"AI 13,6/1k, 6,6k expuneri, 0 clicuri post-update",2573,13.6,0.24,/servicii/cazier-fiscal-online,0,526,232,1,0,,true,86,6584,8.03,6,0,1772,12,8.28,9.17,REWRITE,Certificat Integritate Comportamentală Online IGPR | eGhiseul.ro
https://eghiseul.ro/servicii/certificat-constatator-online,/servicii/certificat-constatator-online,serviciu,REWRITE,,"3 backlinkuri dofollow pe ea, dar poziție 14,3→21,2 și AI 11,4/1k",3156,11.41,0,,0,1933,232,1,0,da,true,78,11001,12.49,14,0,1577,52,14.32,21.21,REWRITE,Certificat Constatator Online în Câteva Minute — 89 RON (2026) | eGhiseul.ro
https://eghiseul.ro/servicii/extras-multilingv-certificat-casatorie,/servicii/extras-multilingv-certificat-casatorie,serviciu,REWRITE,,"Jaccard 0,75 cu varianta de naștere — trebuie diferențiate sau unite",2458,12.21,0.751,/servicii/extras-multilingv-certificat-nastere,0,469,232,1,0,,true,56,2431,6.34,15,0,402,12,6.74,12.67,REWRITE,"Extras Multilingv Certificat de Căsătorie 2026 — pentru UE, Fără Traducere | eGhiseul.ro"
https://eghiseul.ro/servicii/copie-carte-funciara,/servicii/copie-carte-funciara,serviciu,REWRITE,,"devine pagina unică „copii de documente din arhiva OCPI"" (primește 8 clone de șablon prin 301)",2335,3.0,0.328,/servicii/copie-plan-cadastral,0,249,232,1,0,,true,41,994,7.48,7,1,332,2,7.95,5.0,REWRITE,Copie Carte Funciară in extenso (integrală) — OCPI / ANCPI | eGhiseul.ro
https://eghiseul.ro/servicii/plan-amplasament-delimitare,/servicii/plan-amplasament-delimitare,serviciu,REWRITE,,"căzută 7,72→14,78; parte din șablonul topograf (Jaccard 0,39)",2282,5.7,0.385,/servicii/copie-plan-incadrare,0,244,232,1,0,,true,41,2037,8.28,24,0,1066,9,7.72,14.78,REWRITE,Plan de Amplasament și Delimitare (PAD) din Arhiva OCPI | eGhiseul.ro
https://eghiseul.ro/servicii/actualizare-adresa-cf,/servicii/actualizare-adresa-cf,serviciu,REWRITE,,"căzută 11,14→30,19; parte din șablonul topograf",2311,6.49,0.282,/servicii/copie-contract-vanzare,0,236,232,1,0,,true,40,1421,11.22,27,0,970,37,11.14,30.19,REWRITE,Actualizare Adresă în Cartea Funciară (OCPI/ANCPI) | eGhiseul.ro
https://eghiseul.ro/servicii/rovinieta-online,/servicii/rovinieta-online,serviciu,REWRITE,,"singura pagină de serviciu sub 800 de cuvinte (759) la 7,6k expuneri; căzută 7,85→22,43",759,11.86,0,,0,471,232,1,0,,true,39,7575,9.83,10,1,733,46,7.85,22.43,REWRITE,Rovinieta Online 2026 — Cumpără și Plătește în 2 Minute | eGhiseul.ro
https://eghiseul.ro/cazier-fiscal-fara-spv,/cazier-fiscal-fara-spv,articol,REWRITE,,"devine ghidul unic de cazier fiscal (primește 3 articole prin 301); 1.946 cuv., AI 4,6 — bază bună",1946,4.62,0,,0,2,2,2,0,,true,38,1183,9.78,27,0,818,1,10.95,10.0,KEEP,Cazier fiscal din SPV: cum îl ceri online și ce faci fără cont | eGhiseul.ro
https://eghiseul.ro/rolul-si-atributiile-onrc-romania,/rolul-si-atributiile-onrc-romania,articol,REWRITE,,"30k expuneri pe 645 de cuvinte; căzut 8,58→17,64; devine ghidul-umbrelă ONRC (primește radiere/suspendare/sediu)",645,3.1,0,,0,3,3,2,0,,true,17,30042,6.76,8,0,7877,11,8.58,17.64,REWRITE,"Ce face ONRC, de fapt: registrul, înmatriculările și certificatul constatator | eGhiseul.ro"
https://eghiseul.ro/servicii/certificat-urbanism-informare,/servicii/certificat-urbanism-informare,serviciu,REWRITE,,"căzută 16,68→78,00; are backlink money.ro — se rescrie, nu se atinge URL-ul",2230,9.87,0.216,/servicii/copie-plan-cadastral,0,244,232,1,0,da,true,11,425,18.17,7,0,261,10,16.68,78.0,REWRITE,Certificat de Urbanism Online — Îl Obținem Noi de la Primărie | eGhiseul.ro
https://eghiseul.ro/acte-necesare-certificat-de-nastere,/acte-necesare-certificat-de-nastere,articol,REWRITE,,devine ghidul unic de naștere (primește 6 articole prin 301); acum 714 cuvinte,714,8.4,0,,0,7,6,2,0,,true,3,458,8.71,0,0,246,0,8.67,,CONSOLIDATE,Acte Necesare Certificat de Naștere: Listă Completă pe Situații | eGhiseul.ro
https://eghiseul.ro/acte-necesare-casatorie,/acte-necesare-casatorie,articol,REWRITE,,"devine ghidul unic de căsătorie (primește 3 articole prin 301); AI 10,9/1k",1375,10.91,0,,0,2,2,2,0,,true,2,469,9.52,1,0,258,1,10.29,2.0,CONSOLIDATE,Acte Necesare Căsătorie: Dosarul Complet la Starea Civilă | eGhiseul.ro
https://eghiseul.ro/cat-poti-construi-pe-teren,/cat-poti-construi-pe-teren,articol,CONSOLIDATE,/calculator/cat-pot-construi,"articolul dublează calculatorul cu același subiect (AI 16,8/1k vs calculatorul care funcționează).",1309,16.81,0,,0,4,4,2,0,,true,42,2025,5.43,17,1,547,28,5.59,2.82,REWRITE,Cât Poți Construi pe Terenul Tău? POT și CUT explicate simplu | eGhiseul.ro
https://eghiseul.ro/servicii/cazier-judiciar-online/piatra-neamt,/servicii/cazier-judiciar-online/piatra-neamt,serviciu-locatie-cazier,CONSOLIDATE,/servicii/cazier-judiciar-online,"set de locație cazier/oraș: granularitate greșită (IPJ e per județ), 0,72 Jaccard, 75,7% boilerplate. Decizie pe set — §6.1.",1375,16.0,0.668,/servicii/cazier-judiciar-online/slobozia,0,49,49,2,0,,true,26,537,6.3,7,0,138,10,5.62,18.0,REWRITE,Cazier Judiciar Online Piatra Neamț — Fără Drum la IPJ Neamț | eGhiseul.ro
https://eghiseul.ro/servicii/extras-de-carte-funciara/bucuresti,/servicii/extras-de-carte-funciara/bucuresti,serviciu-locatie-cf,CONSOLIDATE,/servicii/extras-de-carte-funciara,"set de locație CF/județ: 43% din pagină identică pe toate 42, AI 12–22/1k, 111 clicuri pe tot setul în 3 luni. Decizie pe set — §6.2.",930,20.43,0.573,/servicii/extras-de-carte-funciara/alba,0,14,14,2,0,,true,24,690,7.16,2,0,53,2,6.55,1.0,REWRITE,"Extras de Carte Funciară Online București — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
https://eghiseul.ro/ce-este-un-releveu,/ce-este-un-releveu,articol,CONSOLIDATE,/servicii/extras-plan-cadastral,"articol subțire de cadastru (căzut 6,96→75,88); pagina de serviciu are 2.189 de cuvinte pe același subiect.",704,9.94,0,,0,3,3,2,0,,true,20,1208,9.95,9,0,519,17,6.96,75.88,CONSOLIDATE,"Ce este un releveu și cum îl obții (apartament, casă) | eGhiseul.ro"
https://eghiseul.ro/radiere-firma-srl-ghid,/radiere-firma-srl-ghid,articol,CONSOLIDATE,/rolul-si-atributiile-onrc-romania,"familia „firmă/ONRC"": 0–18 clicuri, fără serviciu în spate. Ținta are 30k expuneri pe 645 de cuvinte și devine ghidul-umbrelă ONRC din materialul preluat.",933,20.36,0,,0,6,6,2,0,,true,18,592,6.27,16,0,544,5,6.08,25.0,CONSOLIDATE,"Radierea unei firme (SRL): etape, acte, durată și greșeli de evitat (2026) | eGhiseul.ro"
https://eghiseul.ro/cazier-fiscal-persoana-fizica,/cazier-fiscal-persoana-fizica,articol,CONSOLIDATE,/cazier-fiscal-fara-spv,"familia „cazier fiscal"": 4 articole subțiri, 79 de clicuri pe toate. Ținta e cea mai lungă și cea mai curată (1.946 cuv., AI 4,6) și devine ghidul unic de fiscal.",1575,8.25,0,,0,7,7,2,0,,true,17,1482,9.06,12,0,1085,1,9.55,10.0,CONSOLIDATE,"Cazier fiscal pentru persoană fizică: ce este, cine îl cere și cum îl obții (2026) | eGhiseul.ro"
https://eghiseul.ro/certificat-de-nastere-pentru-buletin-pasaport,/certificat-de-nastere-pentru-buletin-pasaport,articol,CONSOLIDATE,/acte-necesare-certificat-de-nastere,"familia „certificat de naștere"": 7 articole, 38 de clicuri pe toate, în 3 luni. Devin un singur ghid real; pagina de serviciu (1.714 clicuri) rămâne separată, comercială.",2293,2.18,0,,0,2,2,2,0,,true,15,1131,6.54,10,0,907,11,6.52,15.0,CONSOLIDATE,Certificat de naștere pentru buletin sau pașaport: când se cere | eGhiseul.ro
https://eghiseul.ro/servicii/cazier-judiciar-online/ramnicu-valcea,/servicii/cazier-judiciar-online/ramnicu-valcea,serviciu-locatie-cazier,CONSOLIDATE,/servicii/cazier-judiciar-online,"set de locație cazier/oraș: granularitate greșită (IPJ e per județ), 0,72 Jaccard, 75,7% boilerplate. Decizie pe set — §6.1.",1352,17.01,0.696,/servicii/cazier-judiciar-online/focsani,0,49,49,2,0,,true,15,476,6.22,6,1,160,8,5.26,10.88,CONSOLIDATE,Cazier Judiciar Online Râmnicu Vâlcea — Fără Drum la IPJ Vâlcea | eGhiseul.ro
https://eghiseul.ro/servicii/extras-de-carte-funciara/brasov,/servicii/extras-de-carte-funciara/brasov,serviciu-locatie-cf,CONSOLIDATE,/servicii/extras-de-carte-funciara,"set de locație CF/județ: 43% din pagină identică pe toate 42, AI 12–22/1k, 111 clicuri pe tot setul în 3 luni. Decizie pe set — §6.2.",961,19.77,0.548,/servicii/extras-de-carte-funciara/botosani,0,14,14,2,0,,true,15,799,13.94,9,0,339,9,14.49,7.0,CONSOLIDATE,"Extras de Carte Funciară Online Brașov — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
https://eghiseul.ro/apostila-de-la-haga-ghid-acte-obtinere,/apostila-de-la-haga-ghid-acte-obtinere,articol,CONSOLIDATE,/servicii/eliberare-certificat-de-nastere,§5.7 — 14 clicuri; se reconstruiește ca pagină de serviciu abia dacă se lansează linia de traduceri+apostilă.,1194,10.05,0,,0,6,6,1,0,,true,14,1166,9.97,7,0,907,17,10.04,43.29,CONSOLIDATE,"Apostila de la Haga: pe ce acte se aplică, unde o obții și cât costă (2026) | eGhiseul.ro"
https://eghiseul.ro/duplicat-certificat-de-casatorie,/duplicat-certificat-de-casatorie,articol,CONSOLIDATE,/acte-necesare-casatorie,"familia „căsătorie"": 4 articole, 17 clicuri pe toate. Se unesc într-un singur ghid.",1363,9.54,0,,0,5,5,2,0,,true,14,582,7.39,8,0,261,8,6.51,5.62,CONSOLIDATE,"Duplicat Certificat de Căsătorie: Acte, Cost și Cum Îl Obții | eGhiseul.ro"
https://eghiseul.ro/verificare-cazier-fiscal,/verificare-cazier-fiscal,articol,CONSOLIDATE,/cazier-fiscal-fara-spv,"familia „cazier fiscal"": 4 articole subțiri, 79 de clicuri pe toate. Ținta e cea mai lungă și cea mai curată (1.946 cuv., AI 4,6) și devine ghidul unic de fiscal.",1902,4.21,0,,0,2,2,2,0,,true,14,503,12.75,7,0,387,4,13.32,4.0,CONSOLIDATE,Verificare cazier fiscal: ce ai înscris și cât mai e valabil | eGhiseul.ro
https://eghiseul.ro/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/cluj-napoca,serviciu-locatie-cazier,CONSOLIDATE,/servicii/cazier-judiciar-online,"set de locație cazier/oraș: granularitate greșită (IPJ e per județ), 0,72 Jaccard, 75,7% boilerplate. Decizie pe set — §6.1.",1359,16.92,0.68,/servicii/cazier-judiciar-online/craiova,0,49,49,2,0,,true,11,755,8.3,1,0,29,0,8.17,,CONSOLIDATE,Cazier Judiciar Online Cluj-Napoca — Fără Drum la IPJ Cluj | eGhiseul.ro
https://eghiseul.ro/cazier-fiscal-firma,/cazier-fiscal-firma,articol,CONSOLIDATE,/cazier-fiscal-fara-spv,"familia „cazier fiscal"": 4 articole subțiri, 79 de clicuri pe toate. Ținta e cea mai lungă și cea mai curată (1.946 cuv., AI 4,6) și devine ghidul unic de fiscal.",1982,3.53,0,,0,2,2,2,0,,true,10,770,8.28,10,0,559,5,8.57,27.2,CONSOLIDATE,Cazier fiscal pentru firmă: când se cere și cine îl semnează | eGhiseul.ro
https://eghiseul.ro/servicii/cazier-judiciar-online/focsani,/servicii/cazier-judiciar-online/focsani,serviciu-locatie-cazier,CONSOLIDATE,/servicii/cazier-judiciar-online,"set de locație cazier/oraș: granularitate greșită (IPJ e per județ), 0,72 Jaccard, 75,7% boilerplate. Decizie pe set — §6.1.",1333,16.5,0.707,/servicii/cazier-judiciar-online/slobozia,0,49,49,2,0,,true,10,672,6.03,3,0,145,1,5.69,10.0,CONSOLIDATE,Cazier Judiciar Online Focșani — Fără Drum la IPJ Vrancea | eGhiseul.ro
https://eghiseul.ro/servicii/cazier-judiciar-online/timisoara,/servicii/cazier-judiciar-online/timisoara,serviciu-locatie-cazier,CONSOLIDATE,/servicii/cazier-judiciar-online,"set de locație cazier/oraș: granularitate greșită (IPJ e per județ), 0,72 Jaccard, 75,7% boilerplate. Decizie pe set — §6.1.",1364,17.6,0.666,/servicii/cazier-judiciar-online/giurgiu,0,49,49,2,0,,true,9,697,9.01,1,0,213,0,8.46,,CONSOLIDATE,Cazier Judiciar Online Timișoara — Fără Drum la IPJ Timiș | eGhiseul.ro
https://eghiseul.ro/servicii/extras-de-carte-funciara/braila,/servicii/extras-de-carte-funciara/braila,serviciu-locatie-cf,CONSOLIDATE,/servicii/extras-de-carte-funciara,"set de locație CF/județ: 43% din pagină identică pe toate 42, AI 12–22/1k, 111 clicuri pe tot setul în 3 luni. Decizie pe set — §6.2.",735,12.24,0.711,/servicii/extras-de-carte-funciara/botosani,0,14,14,2,0,,true,9,277,9.66,7,0,117,4,7.41,3.5,CONSOLIDATE,"Extras de Carte Funciară Online Brăila — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
https://eghiseul.ro/servicii/extras-de-carte-funciara/satu-mare,/servicii/extras-de-carte-funciara/satu-mare,serviciu-locatie-cf,CONSOLIDATE,/servicii/extras-de-carte-funciara,"set de locație CF/județ: 43% din pagină identică pe toate 42, AI 12–22/1k, 111 clicuri pe tot setul în 3 luni. Decizie pe set — §6.2.",764,15.71,0.696,/servicii/extras-de-carte-funciara/salaj,0,14,14,2,0,,true,9,274,6.81,4,0,80,4,4.35,5.0,CONSOLIDATE,"Extras de Carte Funciară Online Satu Mare — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
https://eghiseul.ro/duplicat-certificat-de-nastere,/duplicat-certificat-de-nastere,articol,CONSOLIDATE,/acte-necesare-certificat-de-nastere,"familia „certificat de naștere"": 7 articole, 38 de clicuri pe toate, în 3 luni. Devin un singur ghid real; pagina de serviciu (1.714 clicuri) rămâne separată, comercială.",1348,8.16,0,,0,9,6,2,0,,true,8,382,8.88,5,0,142,0,8.37,,CONSOLIDATE,Duplicat Certificat de Naștere: Cum Îl Obții de la Orice Primărie | eGhiseul.ro
https://eghiseul.ro/servicii/cazier-judiciar-online/persoana-fizica,/servicii/cazier-judiciar-online/persoana-fizica,serviciu,CONSOLIDATE,/servicii/cazier-judiciar-online,"sub-pagină derivată din pagina-mamă, Jaccard 0,44 între ele, 9 clicuri combinat. §5.3.",2188,13.25,0.441,/servicii/cazier-judiciar-online/persoana-juridica,0,516,232,1,0,,true,8,667,16.34,0,6,272,213,22.93,1.4,CONSOLIDATE,Cazier Judiciar Persoană Fizică Online — 198 RON | eGhiseul.ro
https://eghiseul.ro/extras-de-carte-funciara-pentru-casa-verde,/extras-de-carte-funciara-pentru-casa-verde,articol,CONSOLIDATE,/servicii/extras-de-carte-funciara,articol de nișă cu 7 clicuri; pagina de serviciu acoperă intenția.,1114,9.87,0,,0,2,2,2,0,,true,7,496,6.58,2,0,149,10,5.56,2.7,CONSOLIDATE,Extras de Carte Funciară pentru Casa Verde 2024 – Ghid Complet | eGhiseul.ro
https://eghiseul.ro/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/constanta,serviciu-locatie-cazier,CONSOLIDATE,/servicii/cazier-judiciar-online,"set de locație cazier/oraș: granularitate greșită (IPJ e per județ), 0,72 Jaccard, 75,7% boilerplate. Decizie pe set — §6.1.",1373,17.48,0.665,/servicii/cazier-judiciar-online/giurgiu,0,49,49,2,0,,true,6,778,8.71,1,0,69,19,7.29,22.53,CONSOLIDATE,Cazier Judiciar Online Constanța — Fără Drum la IPJ Constanța | eGhiseul.ro
https://eghiseul.ro/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/iasi,serviciu-locatie-cazier,CONSOLIDATE,/servicii/cazier-judiciar-online,"set de locație cazier/oraș: granularitate greșită (IPJ e per județ), 0,72 Jaccard, 75,7% boilerplate. Decizie pe set — §6.1.",1375,16.0,0.666,/servicii/cazier-judiciar-online/giurgiu,0,49,49,2,0,,true,6,510,8.97,2,0,155,25,7.73,20.32,CONSOLIDATE,Cazier Judiciar Online Iași — Fără Drum la IPJ Iași | eGhiseul.ro
https://eghiseul.ro/servicii/extras-de-carte-funciara/cluj,/servicii/extras-de-carte-funciara/cluj,serviciu-locatie-cf,CONSOLIDATE,/servicii/extras-de-carte-funciara,"set de locație CF/județ: 43% din pagină identică pe toate 42, AI 12–22/1k, 111 clicuri pe tot setul în 3 luni. Decizie pe set — §6.2.",944,16.95,0.552,/servicii/extras-de-carte-funciara/braila,0,14,14,2,0,,true,6,502,8.59,0,0,96,3,7.7,36.0,CONSOLIDATE,"Extras de Carte Funciară Online Cluj — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
https://eghiseul.ro/servicii/extras-de-carte-funciara/tulcea,/servicii/extras-de-carte-funciara/tulcea,serviciu-locatie-cf,CONSOLIDATE,/servicii/extras-de-carte-funciara,"set de locație CF/județ: 43% din pagină identică pe toate 42, AI 12–22/1k, 111 clicuri pe tot setul în 3 luni. Decizie pe set — §6.2.",736,12.23,0.712,/servicii/extras-de-carte-funciara/vaslui,0,14,14,2,0,,true,6,97,8.61,5,0,42,9,7.52,8.78,CONSOLIDATE,"Extras de Carte Funciară Online Tulcea — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
https://eghiseul.ro/valabilitate-certificat-de-celibat,/valabilitate-certificat-de-celibat,articol,CONSOLIDATE,/servicii/eliberare-certificat-de-celibat,"familia „celibat"": 3 articole, 9 clicuri pe toate. Pagina de serviciu (488 de clicuri, 2.428 de cuvinte) acoperă deja intenția.",1657,12.67,0,,0,2,2,2,0,,true,6,92,3.66,3,0,36,0,4.47,,CONSOLIDATE,"Valabilitate Certificat de Celibat: 6 Luni în România, 90 de Zile în Străinătate | eGhiseul.ro"
https://eghiseul.ro/certificat-de-nastere-din-strainatate,/certificat-de-nastere-din-strainatate,articol,CONSOLIDATE,/acte-necesare-certificat-de-nastere,"familia „certificat de naștere"": 7 articole, 38 de clicuri pe toate, în 3 luni. Devin un singur ghid real; pagina de serviciu (1.714 clicuri) rămâne separată, comercială.",1382,10.85,0,,0,3,3,2,0,,true,5,317,7.07,4,0,177,2,6.92,1.0,CONSOLIDATE,Certificat de naștere din străinătate — cum îl obții fără să vii în țară | eGhiseul.ro
https://eghiseul.ro/servicii/cazier-judiciar-online/satu-mare,/servicii/cazier-judiciar-online/satu-mare,serviciu-locatie-cazier,CONSOLIDATE,/servicii/cazier-judiciar-online,"set de locație cazier/oraș: granularitate greșită (IPJ e per județ), 0,72 Jaccard, 75,7% boilerplate. Decizie pe set — §6.1.",1382,15.92,0.668,/servicii/cazier-judiciar-online/braila,0,49,49,2,0,,true,5,290,6.14,0,0,30,14,5.3,15.21,CONSOLIDATE,Cazier Judiciar Online Satu Mare — Fără Drum la IPJ Satu Mare | eGhiseul.ro
https://eghiseul.ro/servicii/extras-de-carte-funciara/arad,/servicii/extras-de-carte-funciara/arad,serviciu-locatie-cf,CONSOLIDATE,/servicii/extras-de-carte-funciara,"set de locație CF/județ: 43% din pagină identică pe toate 42, AI 12–22/1k, 111 clicuri pe tot setul în 3 luni. Decizie pe set — §6.2.",747,20.08,0.713,/servicii/extras-de-carte-funciara/alba,0,14,14,2,0,,true,5,108,6.36,2,0,52,0,5.21,,CONSOLIDATE,"Extras de Carte Funciară Online Arad — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
https://eghiseul.ro/servicii/extras-de-carte-funciara/ilfov,/servicii/extras-de-carte-funciara/ilfov,serviciu-locatie-cf,CONSOLIDATE,/servicii/extras-de-carte-funciara,"set de locație CF/județ: 43% din pagină identică pe toate 42, AI 12–22/1k, 111 clicuri pe tot setul în 3 luni. Decizie pe set — §6.2.",919,13.06,0.57,/servicii/extras-de-carte-funciara/maramures,0,14,14,2,0,,true,5,77,6.56,1,0,19,0,5.68,,CONSOLIDATE,"Extras de Carte Funciară Online Ilfov — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
https://eghiseul.ro/ce-este-planul-cadastral,/ce-este-planul-cadastral,articol,CONSOLIDATE,/servicii/extras-plan-cadastral,"articol subțire de cadastru (căzut 6,96→75,88); pagina de serviciu are 2.189 de cuvinte pe același subiect.",626,9.58,0,,0,5,5,2,0,,true,4,215,7.01,3,0,61,1,4.9,2.0,CONSOLIDATE,Ce este planul cadastral (și diferența față de releveu și extras CF) | eGhiseul.ro
https://eghiseul.ro/certificat-de-nastere-pierdut,/certificat-de-nastere-pierdut,articol,CONSOLIDATE,/acte-necesare-certificat-de-nastere,"familia „certificat de naștere"": 7 articole, 38 de clicuri pe toate, în 3 luni. Devin un singur ghid real; pagina de serviciu (1.714 clicuri) rămâne separată, comercială.",1277,14.1,0,,0,16,13,2,0,,true,4,365,9.15,0,0,130,1,9.44,2.0,CONSOLIDATE,Certificat de Naștere Pierdut: Ce Faci și Cum Obții Duplicatul | eGhiseul.ro
https://eghiseul.ro/servicii/copie-releveu,/servicii/copie-releveu,serviciu,CONSOLIDATE,/servicii/copie-carte-funciara,"clonă de șablon topograf/OCPI (Jaccard 0,29–0,39): 9 pagini, 20 de clicuri pe toate. ⚠️ §5.2 — cere confirmare Raul/Mircea înainte de execuție.",2231,5.83,0.334,/servicii/copie-plan-incadrare,0,10,6,2,0,,true,4,143,22.82,2,0,35,0,5.49,,CONSOLIDATE,Copie după Releveu Apartament — Plan de Nivel OCPI | eGhiseul.ro
