jaccard,a,b,classA,classB
0.6795,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/galati,location: cazier oraș,location: cazier oraș
0.6795,/servicii/cazier-judiciar-online/calarasi,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6795,/servicii/cazier-judiciar-online/focsani,/servicii/cazier-judiciar-online/pitesti,location: cazier oraș,location: cazier oraș
0.6793,/servicii/cazier-judiciar-online/deva,/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,location: cazier oraș
0.6792,/servicii/cazier-judiciar-online/calarasi,/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,location: cazier oraș
0.6792,/servicii/cazier-judiciar-online/suceava,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.6791,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6791,/servicii/cazier-judiciar-online/resita,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6791,/servicii/cazier-judiciar-online/slobozia,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.679,/servicii/cazier-judiciar-online/miercurea-ciuc,/servicii/cazier-judiciar-online/ramnicu-valcea,location: cazier oraș,location: cazier oraș
0.6789,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6789,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/giurgiu,location: cazier oraș,location: cazier oraș
0.6789,/servicii/cazier-judiciar-online/ploiesti,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6788,/servicii/cazier-judiciar-online/calarasi,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6788,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6788,/servicii/cazier-judiciar-online/deva,/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,location: cazier oraș
0.6788,/servicii/cazier-judiciar-online/galati,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.6788,/servicii/cazier-judiciar-online/giurgiu,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6788,/servicii/cazier-judiciar-online/ramnicu-valcea,/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,location: cazier oraș
0.6787,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/buzau,location: cazier oraș,location: cazier oraș
0.6787,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6786,/servicii/cazier-judiciar-online/sfantu-gheorghe,/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,location: cazier oraș
0.6785,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/baia-mare,location: cazier oraș,location: cazier oraș
0.6785,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/giurgiu,location: cazier oraș,location: cazier oraș
0.6785,/servicii/cazier-judiciar-online/giurgiu,/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,location: cazier oraș
0.6785,/servicii/cazier-judiciar-online/slatina,/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,location: cazier oraș
0.6784,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.6784,/servicii/extras-de-carte-funciara/maramures,/servicii/extras-de-carte-funciara/satu-mare,location: CF județ,location: CF județ
0.6782,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6781,/servicii/cazier-judiciar-online/resita,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.678,/servicii/cazier-judiciar-online/botosani,/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,location: cazier oraș
0.678,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.678,/servicii/cazier-judiciar-online/pitesti,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.678,/servicii/cazier-judiciar-online/ploiesti,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.678,/servicii/cazier-judiciar-online/sfantu-gheorghe,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.678,/servicii/cazier-judiciar-online/sibiu,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.678,/servicii/extras-de-carte-funciara/botosani,/servicii/extras-de-carte-funciara/satu-mare,location: CF județ,location: CF județ
0.678,/servicii/extras-de-carte-funciara/braila,/servicii/extras-de-carte-funciara/satu-mare,location: CF județ,location: CF județ
0.6778,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6778,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/miercurea-ciuc,location: cazier oraș,location: cazier oraș
0.6778,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.6777,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.6776,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.6776,/servicii/cazier-judiciar-online/ilfov,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.6776,/servicii/cazier-judiciar-online/ilfov,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6774,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/braila,location: cazier oraș,location: cazier oraș
0.6774,/servicii/cazier-judiciar-online/calarasi,/servicii/cazier-judiciar-online/ilfov,location: cazier oraș,location: cazier oraș
0.6774,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.6774,/servicii/cazier-judiciar-online/sfantu-gheorghe,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6773,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/cluj-napoca,location: cazier oraș,location: cazier oraș
0.6772,/servicii/cazier-judiciar-online/botosani,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6772,/servicii/cazier-judiciar-online/focsani,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6772,/servicii/cazier-judiciar-online/galati,/servicii/cazier-judiciar-online/ploiesti,location: cazier oraș,location: cazier oraș
0.6772,/servicii/cazier-judiciar-online/sibiu,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6772,/servicii/cazier-judiciar-online/slatina,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6772,/servicii/extras-de-carte-funciara/bistrita-nasaud,/servicii/extras-de-carte-funciara/satu-mare,location: CF județ,location: CF județ
0.6772,/servicii/extras-de-carte-funciara/gorj,/servicii/extras-de-carte-funciara/satu-mare,location: CF județ,location: CF județ
0.6771,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.6771,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/galati,location: cazier oraș,location: cazier oraș
0.6771,/servicii/cazier-judiciar-online/ploiesti,/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,location: cazier oraș
0.677,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/ploiesti,location: cazier oraș,location: cazier oraș
0.677,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.677,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,location: cazier oraș
0.677,/servicii/cazier-judiciar-online/deva,/servicii/cazier-judiciar-online/miercurea-ciuc,location: cazier oraș,location: cazier oraș
0.677,/servicii/cazier-judiciar-online/galati,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.677,/servicii/cazier-judiciar-online/ramnicu-valcea,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6769,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/baia-mare,location: cazier oraș,location: cazier oraș
0.6768,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.6768,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/botosani,location: cazier oraș,location: cazier oraș
0.6768,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6768,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/miercurea-ciuc,location: cazier oraș,location: cazier oraș
0.6767,/servicii/cazier-judiciar-online/calarasi,/servicii/cazier-judiciar-online/pitesti,location: cazier oraș,location: cazier oraș
0.6765,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,location: cazier oraș
0.6765,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6765,/servicii/extras-de-carte-funciara/bacau,/servicii/extras-de-carte-funciara/satu-mare,location: CF județ,location: CF județ
0.6765,/servicii/extras-de-carte-funciara/harghita,/servicii/extras-de-carte-funciara/satu-mare,location: CF județ,location: CF județ
0.6764,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/craiova,location: cazier oraș,location: cazier oraș
0.6764,/servicii/cazier-judiciar-online/ploiesti,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6762,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/focsani,location: cazier oraș,location: cazier oraș
0.6762,/servicii/cazier-judiciar-online/miercurea-ciuc,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6761,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6761,/servicii/cazier-judiciar-online/botosani,/servicii/cazier-judiciar-online/ilfov,location: cazier oraș,location: cazier oraș
0.6761,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6761,/servicii/cazier-judiciar-online/calarasi,/servicii/cazier-judiciar-online/galati,location: cazier oraș,location: cazier oraș
0.6761,/servicii/cazier-judiciar-online/deva,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.6761,/servicii/cazier-judiciar-online/ramnicu-valcea,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.6761,/servicii/cazier-judiciar-online/targoviste,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6759,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/pitesti,location: cazier oraș,location: cazier oraș
0.6757,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/cluj-napoca,location: cazier oraș,location: cazier oraș
0.6757,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6757,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/focsani,location: cazier oraș,location: cazier oraș
0.6757,/servicii/cazier-judiciar-online/deva,/servicii/cazier-judiciar-online/galati,location: cazier oraș,location: cazier oraș
0.6757,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6757,/servicii/cazier-judiciar-online/ilfov,/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,location: cazier oraș
0.6757,/servicii/cazier-judiciar-online/sibiu,/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,location: cazier oraș
0.6756,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/buzau,location: cazier oraș,location: cazier oraș
0.6756,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/ploiesti,location: cazier oraș,location: cazier oraș
0.6755,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/ilfov,location: cazier oraș,location: cazier oraș
0.6755,/servicii/cazier-judiciar-online/botosani,/servicii/cazier-judiciar-online/pitesti,location: cazier oraș,location: cazier oraș
0.6755,/servicii/cazier-judiciar-online/botosani,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6755,/servicii/cazier-judiciar-online/ilfov,/servicii/cazier-judiciar-online/miercurea-ciuc,location: cazier oraș,location: cazier oraș
0.6753,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/drobeta-turnu-severin,location: cazier oraș,location: cazier oraș
0.6753,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/bistrita,location: cazier oraș,location: cazier oraș
0.6753,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,location: cazier oraș
0.6753,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/focsani,location: cazier oraș,location: cazier oraș
0.6753,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/giurgiu,location: cazier oraș,location: cazier oraș
0.6753,/servicii/cazier-judiciar-online/pitesti,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6753,/servicii/cazier-judiciar-online/slatina,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.6751,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/buzau,location: cazier oraș,location: cazier oraș
0.6749,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.6749,/servicii/cazier-judiciar-online/botosani,/servicii/cazier-judiciar-online/galati,location: cazier oraș,location: cazier oraș
0.6749,/servicii/cazier-judiciar-online/deva,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6747,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6747,/servicii/cazier-judiciar-online/deva,/servicii/cazier-judiciar-online/ploiesti,location: cazier oraș,location: cazier oraș
0.6746,/servicii/cazier-judiciar-online/targu-mures,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6745,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/deva,location: cazier oraș,location: cazier oraș
0.6745,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/galati,location: cazier oraș,location: cazier oraș
0.6745,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/ploiesti,location: cazier oraș,location: cazier oraș
0.6745,/servicii/cazier-judiciar-online/sibiu,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6743,/servicii/cazier-judiciar-online/giurgiu,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.6742,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/bistrita,location: cazier oraș,location: cazier oraș
0.6742,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6742,/servicii/extras-de-carte-funciara/hunedoara,/servicii/extras-de-carte-funciara/satu-mare,location: CF județ,location: CF județ
0.6741,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.674,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.674,/servicii/cazier-judiciar-online/pitesti,/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,location: cazier oraș
0.6739,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/giurgiu,location: cazier oraș,location: cazier oraș
0.6739,/servicii/cazier-judiciar-online/deva,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6739,/servicii/cazier-judiciar-online/ilfov,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6739,/servicii/cazier-judiciar-online/ilfov,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.6738,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.6738,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.6738,/servicii/cazier-judiciar-online/slatina,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.6737,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/buzau,location: cazier oraș,location: cazier oraș
0.6737,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6737,/servicii/cazier-judiciar-online/ploiesti,/servicii/cazier-judiciar-online/ramnicu-valcea,location: cazier oraș,location: cazier oraș
0.6737,/servicii/cazier-judiciar-online/slobozia,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6736,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6736,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.6736,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/ramnicu-valcea,location: cazier oraș,location: cazier oraș
0.6734,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/ploiesti,location: cazier oraș,location: cazier oraș
0.6734,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/ramnicu-valcea,location: cazier oraș,location: cazier oraș
0.6734,/servicii/cazier-judiciar-online/calarasi,/servicii/cazier-judiciar-online/cluj-napoca,location: cazier oraș,location: cazier oraș
0.6734,/servicii/cazier-judiciar-online/calarasi,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6734,/servicii/cazier-judiciar-online/galati,/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,location: cazier oraș
0.6734,/servicii/cazier-judiciar-online/pitesti,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6734,/servicii/extras-de-carte-funciara/ialomita,/servicii/extras-de-carte-funciara/satu-mare,location: CF județ,location: CF județ
0.6733,/servicii/cazier-judiciar-online/ploiesti,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6732,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.6732,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6732,/servicii/cazier-judiciar-online/galati,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6732,/servicii/cazier-judiciar-online/pitesti,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.6732,/servicii/cazier-judiciar-online/slobozia,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.673,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/miercurea-ciuc,location: cazier oraș,location: cazier oraș
0.673,/servicii/cazier-judiciar-online/calarasi,/servicii/cazier-judiciar-online/craiova,location: cazier oraș,location: cazier oraș
0.673,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.673,/servicii/cazier-judiciar-online/ilfov,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6728,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/galati,location: cazier oraș,location: cazier oraș
0.6728,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/deva,location: cazier oraș,location: cazier oraș
0.6728,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/ramnicu-valcea,location: cazier oraș,location: cazier oraș
0.6728,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6728,/servicii/cazier-judiciar-online/pitesti,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6728,/servicii/cazier-judiciar-online/ramnicu-valcea,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6728,/servicii/cazier-judiciar-online/targoviste,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6726,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6726,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/giurgiu,location: cazier oraș,location: cazier oraș
0.6726,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/calarasi,location: cazier oraș,location: cazier oraș
0.6726,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/buzau,location: cazier oraș,location: cazier oraș
0.6726,/servicii/cazier-judiciar-online/galati,/servicii/cazier-judiciar-online/ramnicu-valcea,location: cazier oraș,location: cazier oraș
0.6726,/servicii/cazier-judiciar-online/suceava,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6724,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/focsani,location: cazier oraș,location: cazier oraș
0.6724,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/pitesti,location: cazier oraș,location: cazier oraș
0.6724,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/drobeta-turnu-severin,location: cazier oraș,location: cazier oraș
0.6724,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/ilfov,location: cazier oraș,location: cazier oraș
0.6724,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/galati,location: cazier oraș,location: cazier oraș
0.6724,/servicii/cazier-judiciar-online/slatina,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6723,/servicii/cazier-judiciar-online/targu-jiu,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6722,/servicii/cazier-judiciar-online/botosani,/servicii/cazier-judiciar-online/cluj-napoca,location: cazier oraș,location: cazier oraș
0.6722,/servicii/cazier-judiciar-online/botosani,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6722,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6722,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/miercurea-ciuc,location: cazier oraș,location: cazier oraș
0.6722,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6722,/servicii/cazier-judiciar-online/galati,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6722,/servicii/cazier-judiciar-online/ilfov,/servicii/cazier-judiciar-online/ploiesti,location: cazier oraș,location: cazier oraș
0.6722,/servicii/cazier-judiciar-online/pitesti,/servicii/cazier-judiciar-online/ramnicu-valcea,location: cazier oraș,location: cazier oraș
0.6722,/servicii/cazier-judiciar-online/ramnicu-valcea,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.672,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/focsani,location: cazier oraș,location: cazier oraș
0.672,/servicii/cazier-judiciar-online/giurgiu,/servicii/cazier-judiciar-online/oradea,location: cazier oraș,location: cazier oraș
0.672,/servicii/cazier-judiciar-online/targu-mures,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.6718,/servicii/cazier-judiciar-online/botosani,/servicii/cazier-judiciar-online/craiova,location: cazier oraș,location: cazier oraș
0.6718,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,location: cazier oraș
0.6718,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6718,/servicii/cazier-judiciar-online/ilfov,/servicii/cazier-judiciar-online/ramnicu-valcea,location: cazier oraș,location: cazier oraș
0.6718,/servicii/cazier-judiciar-online/miercurea-ciuc,/servicii/cazier-judiciar-online/pitesti,location: cazier oraș,location: cazier oraș
0.6718,/servicii/cazier-judiciar-online/miercurea-ciuc,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6716,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/ilfov,location: cazier oraș,location: cazier oraș
0.6716,/servicii/cazier-judiciar-online/focsani,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.6716,/servicii/cazier-judiciar-online/miercurea-ciuc,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6715,/servicii/extras-de-carte-funciara/buzau,/servicii/extras-de-carte-funciara/satu-mare,location: CF județ,location: CF județ
0.6714,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/calarasi,location: cazier oraș,location: cazier oraș
0.6714,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6714,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/botosani,location: cazier oraș,location: cazier oraș
0.6714,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/craiova,location: cazier oraș,location: cazier oraș
0.6714,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/craiova,location: cazier oraș,location: cazier oraș
0.6714,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6714,/servicii/cazier-judiciar-online/miercurea-ciuc,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6712,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.6712,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/galati,location: cazier oraș,location: cazier oraș
0.6712,/servicii/cazier-judiciar-online/galati,/servicii/cazier-judiciar-online/miercurea-ciuc,location: cazier oraș,location: cazier oraș
0.6712,/servicii/cazier-judiciar-online/sfantu-gheorghe,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6711,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/deva,location: cazier oraș,location: cazier oraș
0.671,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/alexandria,location: cazier oraș,location: cazier oraș
0.671,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/bistrita,location: cazier oraș,location: cazier oraș
