route,class,inSitemap,words,bodyWords,titleLen,descLen,ldTypes,firstCommit,dateSource,datePublishedDeclared,lastCommit,commits,indexable,title
/politica-cookies,legal/trust,true,374,719,36,117,BreadcrumbList|ListItem,2026-06-16,page.tsx add,,2026-07-15,5,,Politica de Cookie-uri | eGhiseul.ro
/politica-de-anulare,legal/trust,true,720,1065,47,155,BreadcrumbList|ListItem,2026-07-15,page.tsx add,,2026-07-15,4,,Politica de Anulare și Rambursare | eGhiseul.ro
/politica-de-confidentialitate,legal/trust,true,1119,1464,43,209,BreadcrumbList|ListItem,2026-06-16,page.tsx add,,2026-06-27,4,,Politica de Confidențialitate | eGhiseul.ro
/radiere-firma-srl-ghid,article/guide,true,933,1278,88,188,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-07-31,page.tsx add,2026-07-31,2026-07-31,2,,"Radierea unei firme (SRL): etape, acte, durată și greșeli de evitat (2026) | eGhiseul.ro"
/rolul-si-atributiile-onrc-romania,article/guide,true,645,990,91,189,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-06-16,page.tsx add,2024-01-01,2026-08-24,5,,"Ce face ONRC, de fapt: registrul, înmatriculările și certificatul constatator | eGhiseul.ro"
/schimbare-certificat-de-nastere-vechi,article/guide,true,830,1175,77,136,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-06-19,page.tsx add,2026-06-19,2026-08-07,9,,Schimbare Certificat de Naștere Vechi cu Unul Nou: Ghid Complet | eGhiseul.ro
/schimbare-sediu-social-srl-ghid,article/guide,true,842,1187,93,185,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-07-31,page.tsx add,2026-07-31,2026-07-31,2,,"Schimbarea sediului social la SRL: acte, pași la ONRC și ce urmează după (2026) | eGhiseul.ro"
/servicii,hub/index,true,808,1153,56,175,ItemList|ListItem|Service|Offer,2026-04-17,page.tsx add,,2026-07-07,7,,Servicii | Documente online pentru România | eGhiseul.ro
/servicii/actualizare-adresa-cf,service page,true,2311,2666,64,316,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-08-05,5,,Actualizare Adresă în Cartea Funciară (OCPI/ANCPI) | eGhiseul.ro
/servicii/cazier-auto-online,service page,true,2969,3324,79,178,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-14,page.tsx add,2026-06-14,2026-07-28,19,,"Cazier Auto Online — Istoricul Sancțiunilor Rutiere, fără Drumuri | eGhiseul.ro"
/servicii/cazier-fiscal-online,service page,true,2633,2988,67,155,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-14,page.tsx add,2026-06-14,2026-08-07,18,,"Cazier Fiscal Online persoană fizică — ANAF, fără SPV | eGhiseul.ro"
/servicii/cazier-judiciar-online,service page,true,4650,5005,69,152,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-01-05,page.tsx add,2026-04-16,2026-08-31,29,,"Cazier Judiciar Online 2026 — Fără Drumuri, în 3-5 Zile | eGhiseul.ro"
/servicii/cazier-judiciar-online/alba-iulia,location: cazier oraș,false,1377,1722,71,162,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Alba Iulia — Fără Drum la IPJ Alba | eGhiseul.ro
/servicii/cazier-judiciar-online/alexandria,location: cazier oraș,false,1330,1675,76,167,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Alexandria — Fără Drum la IPJ Teleorman | eGhiseul.ro
/servicii/cazier-judiciar-online/arad,location: cazier oraș,false,1362,1707,65,156,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Arad — Fără Drum la IPJ Arad | eGhiseul.ro
/servicii/cazier-judiciar-online/bacau,location: cazier oraș,false,1345,1690,67,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Bacău — Fără Drum la IPJ Bacău | eGhiseul.ro
/servicii/cazier-judiciar-online/baia-mare,location: cazier oraș,false,1370,1715,75,166,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Baia Mare — Fără Drum la IPJ Maramureș | eGhiseul.ro
/servicii/cazier-judiciar-online/barlad,location: cazier oraș,false,1279,1624,69,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Bârlad — Fără Drum la IPJ Vaslui | eGhiseul.ro
/servicii/cazier-judiciar-online/bistrita,location: cazier oraș,false,1336,1681,80,171,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Bistrița — Fără Drum la IPJ Bistrița-Năsăud | eGhiseul.ro
/servicii/cazier-judiciar-online/botosani,location: cazier oraș,false,1342,1687,73,164,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Botoșani — Fără Drum la IPJ Botoșani | eGhiseul.ro
/servicii/cazier-judiciar-online/braila,location: cazier oraș,false,1347,1692,69,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Brăila — Fără Drum la IPJ Brăila | eGhiseul.ro
/servicii/cazier-judiciar-online/brasov,location: cazier oraș,false,1382,1727,69,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-20,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Brașov — Fără Drum la IPJ Brașov | eGhiseul.ro
/servicii/cazier-judiciar-online/bucuresti,location: cazier oraș,false,1346,1691,75,166,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online București — Fără Drum la IPJ București | eGhiseul.ro
/servicii/cazier-judiciar-online/buzau,location: cazier oraș,false,1350,1695,67,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Buzău — Fără Drum la IPJ Buzău | eGhiseul.ro
/servicii/cazier-judiciar-online/calarasi,location: cazier oraș,false,1339,1684,73,164,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Călărași — Fără Drum la IPJ Călărași | eGhiseul.ro
/servicii/cazier-judiciar-online/cluj-napoca,location: cazier oraș,true,1359,1704,72,163,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-20,data-entry (cities.ts/ocpi.ts),,,,true,Cazier Judiciar Online Cluj-Napoca — Fără Drum la IPJ Cluj | eGhiseul.ro
/servicii/cazier-judiciar-online/constanta,location: cazier oraș,true,1373,1718,75,166,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-20,data-entry (cities.ts/ocpi.ts),,,,true,Cazier Judiciar Online Constanța — Fără Drum la IPJ Constanța | eGhiseul.ro
/servicii/cazier-judiciar-online/craiova,location: cazier oraș,false,1361,1706,68,159,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Craiova — Fără Drum la IPJ Dolj | eGhiseul.ro
/servicii/cazier-judiciar-online/deva,location: cazier oraș,false,1345,1690,70,161,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Deva — Fără Drum la IPJ Hunedoara | eGhiseul.ro
/servicii/cazier-judiciar-online/drobeta-turnu-severin,location: cazier oraș,false,1377,1722,87,178,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Drobeta-Turnu Severin — Fără Drum la IPJ Mehedinți | eGhiseul.ro
/servicii/cazier-judiciar-online/focsani,location: cazier oraș,true,1333,1678,71,162,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,true,Cazier Judiciar Online Focșani — Fără Drum la IPJ Vrancea | eGhiseul.ro
/servicii/cazier-judiciar-online/galati,location: cazier oraș,false,1355,1700,69,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Galați — Fără Drum la IPJ Galați | eGhiseul.ro
/servicii/cazier-judiciar-online/giurgiu,location: cazier oraș,false,1335,1680,71,162,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Giurgiu — Fără Drum la IPJ Giurgiu | eGhiseul.ro
/servicii/cazier-judiciar-online/iasi,location: cazier oraș,true,1375,1720,65,156,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-20,data-entry (cities.ts/ocpi.ts),,,,true,Cazier Judiciar Online Iași — Fără Drum la IPJ Iași | eGhiseul.ro
/servicii/cazier-judiciar-online/ilfov,location: cazier oraș,false,1367,1712,67,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Ilfov — Fără Drum la IPJ Ilfov | eGhiseul.ro
/servicii/cazier-judiciar-online/lugoj,location: cazier oraș,false,1274,1619,67,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Lugoj — Fără Drum la IPJ Timiș | eGhiseul.ro
/servicii/cazier-judiciar-online/medias,location: cazier oraș,false,1279,1624,68,159,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Mediaș — Fără Drum la IPJ Sibiu | eGhiseul.ro
/servicii/cazier-judiciar-online/miercurea-ciuc,location: cazier oraș,false,1353,1698,79,170,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Miercurea Ciuc — Fără Drum la IPJ Harghita | eGhiseul.ro
/servicii/cazier-judiciar-online/onesti,location: cazier oraș,false,1277,1622,68,159,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Onești — Fără Drum la IPJ Bacău | eGhiseul.ro
/servicii/cazier-judiciar-online/oradea,location: cazier oraș,false,1371,1716,68,159,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Oradea — Fără Drum la IPJ Bihor | eGhiseul.ro
/servicii/cazier-judiciar-online/persoana-fizica,service page,true,2188,2543,62,215,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-01-05,page.tsx add,2026-04-16,2026-07-28,22,,Cazier Judiciar Persoană Fizică Online — 198 RON | eGhiseul.ro
/servicii/cazier-judiciar-online/persoana-juridica,service page,true,2160,2515,72,200,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-01-05,page.tsx add,2026-04-16,2026-07-28,22,,Cazier Judiciar Firmă (Persoană Juridică) Online — 198 RON | eGhiseul.ro
/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,true,1375,1720,74,165,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,true,Cazier Judiciar Online Piatra Neamț — Fără Drum la IPJ Neamț | eGhiseul.ro
/servicii/cazier-judiciar-online/pitesti,location: cazier oraș,false,1361,1706,69,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Pitești — Fără Drum la IPJ Argeș | eGhiseul.ro
/servicii/cazier-judiciar-online/ploiesti,location: cazier oraș,false,1344,1689,72,163,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Ploiești — Fără Drum la IPJ Prahova | eGhiseul.ro
/servicii/cazier-judiciar-online/ramnicu-valcea,location: cazier oraș,true,1352,1697,77,168,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,true,Cazier Judiciar Online Râmnicu Vâlcea — Fără Drum la IPJ Vâlcea | eGhiseul.ro
/servicii/cazier-judiciar-online/resita,location: cazier oraș,false,1338,1683,76,167,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Reșița — Fără Drum la IPJ Caraș-Severin | eGhiseul.ro
/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,true,1382,1727,75,166,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,true,Cazier Judiciar Online Satu Mare — Fără Drum la IPJ Satu Mare | eGhiseul.ro
/servicii/cazier-judiciar-online/sebes,location: cazier oraș,false,1285,1630,66,157,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Sebeș — Fără Drum la IPJ Alba | eGhiseul.ro
/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,false,1360,1705,79,170,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Sfântu Gheorghe — Fără Drum la IPJ Covasna | eGhiseul.ro
/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,false,1344,1689,67,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Sibiu — Fără Drum la IPJ Sibiu | eGhiseul.ro
/servicii/cazier-judiciar-online/slatina,location: cazier oraș,false,1349,1694,67,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Slatina — Fără Drum la IPJ Olt | eGhiseul.ro
/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,false,1329,1674,73,164,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Slobozia — Fără Drum la IPJ Ialomița | eGhiseul.ro
/servicii/cazier-judiciar-online/suceava,location: cazier oraș,false,1356,1701,71,162,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Suceava — Fără Drum la IPJ Suceava | eGhiseul.ro
/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,false,1343,1688,76,167,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Târgoviște — Fără Drum la IPJ Dâmbovița | eGhiseul.ro
/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,false,1372,1717,70,161,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Târgu Jiu — Fără Drum la IPJ Gorj | eGhiseul.ro
/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,false,1366,1711,73,164,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Târgu Mureș — Fără Drum la IPJ Mureș | eGhiseul.ro
/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,true,1364,1709,71,162,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-20,data-entry (cities.ts/ocpi.ts),,,,true,Cazier Judiciar Online Timișoara — Fără Drum la IPJ Timiș | eGhiseul.ro
/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,false,1350,1695,69,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Tulcea — Fără Drum la IPJ Tulcea | eGhiseul.ro
/servicii/cazier-judiciar-online/turda,location: cazier oraș,false,1282,1627,66,157,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Turda — Fără Drum la IPJ Cluj | eGhiseul.ro
/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,false,1340,1685,69,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Vaslui — Fără Drum la IPJ Vaslui | eGhiseul.ro
/servicii/cazier-judiciar-online/zalau,location: cazier oraș,false,1340,1685,67,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-21,data-entry (cities.ts/ocpi.ts),,,,false,Cazier Judiciar Online Zalău — Fără Drum la IPJ Sălaj | eGhiseul.ro
/servicii/certificat-constatator-online,service page,true,3156,3511,76,179,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-14,page.tsx add,2026-06-14,2026-09-02,28,,Certificat Constatator Online în Câteva Minute — 89 RON (2026) | eGhiseul.ro
/servicii/certificat-de-integritate-comportamentala,service page,true,2573,2928,64,149,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-14,page.tsx add,2026-06-14,2026-07-28,18,,Certificat Integritate Comportamentală Online IGPR | eGhiseul.ro
/servicii/certificat-detineri-imobile,service page,true,2429,2784,71,263,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-07-28,4,,Certificat privind Deținerea de Imobile — Adeverință OCPI | eGhiseul.ro
/servicii/certificat-sarcini,service page,true,2301,2656,75,216,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-08-05,5,,Certificat de Sarcini — Verifică Grevările unui Imobil | OCPI | eGhiseul.ro
/servicii/certificat-urbanism-informare,service page,true,2230,2585,75,168,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-07-21,page.tsx add,2026-07-21,2026-08-05,3,,Certificat de Urbanism Online — Îl Obținem Noi de la Primărie | eGhiseul.ro
/servicii/copie-arhiva-ocpi,service page,true,2347,2702,73,252,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-08-05,5,,Copie Certificată din Arhiva OCPI — Documentație Cadastrală | eGhiseul.ro
/servicii/copie-carte-funciara,service page,true,2335,2690,72,216,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-07-28,5,,Copie Carte Funciară in extenso (integrală) — OCPI / ANCPI | eGhiseul.ro
/servicii/copie-contract-vanzare,service page,true,2246,2601,62,251,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-08-05,5,,Copie Contract Vânzare-Cumpărare din Arhiva OCPI | eGhiseul.ro
/servicii/copie-intabulare,service page,true,2310,2665,64,183,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-08-05,5,,Copie Act de Intabulare din Cartea Funciară (OCPI) | eGhiseul.ro
/servicii/copie-inventar-coordonate,service page,true,2308,2663,52,206,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-08-05,5,,Copie Inventar de Coordonate Stereo 70 | eGhiseul.ro
/servicii/copie-plan-cadastral,service page,true,2227,2582,58,218,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-07-28,5,,Copie Plan Cadastral din Arhiva OCPI (ANCPI) | eGhiseul.ro
/servicii/copie-plan-incadrare,service page,true,2203,2558,61,213,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-08-05,5,,Copie Plan de Încadrare în Zonă din Arhiva OCPI | eGhiseul.ro
/servicii/copie-releveu,service page,true,2231,2586,64,216,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-08-05,6,,Copie după Releveu Apartament — Plan de Nivel OCPI | eGhiseul.ro
